episode,seed,steps,total_reward,coverage_fraction,valid_action_fraction,reward_exploration,reward_coverage,reward_collision_avoidance,reward_boundary,reward_dynamic_obstacle_avoidance,reward_uav_separation,reward_mission_completion,reward_energy_efficiency,collisions_uav_uav,collisions_uav_static_obstacle,collisions_uav_dynamic_obstacle,collisions_uav_boundary
69,110,500,-213786.8990520728,0.645,0.084,1588.7971487083705,54549.46236456013,-16750.0,-186882.94000000015,-2892.347459973576,-54651.13971738596,0.0,-8748.731387981705,122,19,4,861
70,111,500,-345695.6825506075,0.7114427860696517,0.09333333333333334,1123.3874995383098,64979.3420805606,-9350.0,-227810.82000000073,-1858.9916232345934,-163620.3287176507,0.0,-9158.271789820648,366,11,1,1087
71,112,500,-455822.7529991675,0.315,0.04,1543.805020260918,23361.842205908484,-35100.0,-204359.81999999983,-922.5698332225664,-231048.23197960277,0.0,-9297.778412511576,514,18,0,1229
72,113,500,-228771.42406335252,0.6766169154228856,0.08866666666666667,1513.5291604302906,61455.408842157645,-16300.0,-222223.75000000064,-527.6293800243625,-43705.63838710647,0.0,-8983.344298809576,96,7,0,1114
73,114,500,-384031.29080780066,0.58,0.07533333333333334,1436.598364298911,43739.60728437509,-11900.0,-173732.6100000001,-854.1386068189687,-233537.68810782302,0.0,-9183.059741832225,532,11,1,935
74,115,500,-558285.6436793065,0.425,0.05466666666666667,1333.600571926614,42201.04314030481,-4450.0,-250831.22000000082,-2760.2020432950762,-335325.8513939307,0.0,-8453.01395431172,758,1,2,1165
75,116,500,-653063.5556400303,0.33,0.042,1111.5260852670178,29191.139085279025,-3000.0,-250638.0300000012,-1685.9414874022652,-419016.84477339254,0.0,-9025.404549781179,950,3,2,1299
76,117,500,-359577.3151913524,0.2,0.024666666666666667,1204.657218476996,10794.250595760739,-2100.0,-241087.02000000188,-2541.7202065238444,-116567.43024222425,0.0,-9280.052556842238,258,0,3,1399
77,118,500,-310791.7751291219,0.415,0.05333333333333334,917.8516549785602,45611.05944282573,-7100.0,-272580.1900000012,-1003.9001807831854,-67431.42728353673,0.0,-9205.168762606112,154,8,1,1199
78,119,500,-718304.142404059,0.17412935323383086,0.021333333333333333,168.63080365365335,27829.08732516218,-2450.0,-326771.33000000217,-652.9823768715313,-407422.9065712804,0.0,-9004.641584723588,930,2,1,1453
79,120,500,-434053.7316885719,0.4228855721393035,0.05466666666666667,1889.6255609874122,33232.72314030496,-16300.0,-207096.55000000025,-57.98017853254893,-237001.9207896652,0.0,-8719.62942166622,534,7,0,1168
80,121,500,-411632.8007469378,0.565,0.07333333333333333,1488.4291114194946,54029.1491529143,-7700.0,-233148.23000000077,-1135.102038524801,-216486.60336692547,0.0,-8680.443605821136,496,5,1,1029
81,122,500,-477839.9652175762,0.365,0.04666666666666667,1255.9216287294757,36530.8656213354,-4150.0,-265758.4300000006,-938.3416094232301,-235735.64936922796,0.0,-9044.331488989199,520,4,1,1303
82,123,500,-234189.5126438699,0.65,0.08466666666666667,1360.3865407423527,57610.2931337909,-29650.0,-198131.2400000003,-1528.3291334341338,-54507.93224245864,0.0,-9342.690942510186,120,16,1,1005
83,124,500,-586825.2476041978,0.3034825870646766,0.03866666666666667,930.8241167269633,35213.29391097736,-10200.0,-281530.5300000015,-227.08343359227817,-321623.8196874547,0.0,-9387.932510855226,730,12,0,1282
84,125,500,-436971.71833332913,0.39800995024875624,0.051333333333333335,1046.5423971117207,44054.34073057837,-7450.0,-271252.3000000017,-2812.9965541991405,-191752.33960092723,0.0,-8804.96530589305,428,4,3,1211
85,126,500,-400535.6067969411,0.30845771144278605,0.03933333333333333,1528.9866561940848,27248.816491622463,-7350.0,-243359.80000000115,-631.0366494054433,-168688.84481682797,0.0,-9283.728478524541,372,6,0,1249
86,127,500,-339372.1747373267,0.7164179104477612,0.094,1941.97894350848,61121.72708056063,-19150.0,-185031.24000000025,-1105.5775504676267,-188384.72597834552,0.0,-8764.33723258252,428,22,1,871
87,128,500,-199951.4906449204,0.465,0.06,2040.3911225649742,35374.22686098022,-7400.0,-203746.89000000013,-254.10498561098473,-17034.60807231283,0.0,-8930.5055705416,36,5,0,1128
88,129,500,-152326.18618131996,0.7611940298507462,0.1,1823.4245455709747,61171.65446841646,-25400.0,-152104.7199999998,-2107.335900831882,-26983.882392806096,0.0,-8725.32690166924,58,26,1,726
89,130,500,-295484.1194896442,0.7761194029850746,0.102,1471.7592376663583,62635.865418756475,-11900.0,-159889.07,-1742.9399733404923,-177160.2160980271,0.0,-8899.518074698724,404,11,2,731
90,131,500,-377115.3030508848,0.6584158415841584,0.08666666666666667,1098.062895900521,60250.88300955596,-7250.0,-215008.78000000067,-1356.1729582595613,-205849.4794206687,0.0,-8999.816577412867,470,5,1,967
91,132,500,-184750.3063077945,0.81,0.106,1378.8818689514073,72594.11480074206,-11700.0,-219829.8700000007,-1396.0442456112874,-17040.91557647954,0.0,-8756.473155396965,36,12,1,1047
92,133,500,-157382.82955038283,0.7574257425742574,0.1,1761.7388275784713,66216.33446841639,-24250.0,-188308.1100000004,-2138.8856656428384,-1831.1180989877014,0.0,-8832.78908174695,4,25,3,889
93,134,500,-604311.6678498841,0.64,0.08333333333333333,1185.7750307437361,62729.74375990888,-15600.0,-241279.52000000107,-1582.6906048254846,-400426.2755305628,0.0,-9338.700505148212,916,15,2,1084
94,135,500,-256284.2177499793,0.285,0.036,998.6141893004032,30929.184010909386,-1050.0,-273748.2200000012,-3657.3891609489096,-791.8430211053244,0.0,-8964.563768134878,0,0,5,1266
95,136,500,-321519.8239461444,0.7114427860696517,0.09333333333333334,1269.571266349562,66598.62208056057,-20050.0,-226562.52000000092,-1035.6829880737475,-133044.77157001288,0.0,-8695.042734967736,304,22,1,1058
96,137,500,-525345.5616661033,0.29850746268656714,0.038,1093.3196014156947,24803.274238846403,-43300.0,-200255.7300000004,-2062.445376929881,-296237.67254990566,0.0,-9386.307579529343,678,49,2,1033
97,138,500,-179466.29006580092,0.615,0.08,1678.3765163229248,54267.59359925462,-17350.0,-207820.35000000094,-1710.6889844056734,0.0,0.0,-8531.221196972629,0,19,2,990
98,139,500,-484638.2256452199,0.535,0.06933333333333333,1031.3207541133356,55597.51415439118,-11050.0,-266295.1600000014,-854.5600300300791,-253753.84919458104,0.0,-9313.491329113142,572,10,1,1218
99,140,500,-300848.08667887317,0.5346534653465347,0.07,949.5290276459,48611.36748772463,-21750.0,-196422.39000000036,-2038.3647839408848,-121349.89613651049,0.0,-8848.332273792037,274,21,2,861
100,141,500,-158607.146253634,0.801980198019802,0.106,1233.3686759053899,70601.15480074205,-17600.0,-188165.93000000043,-604.7405512941999,-15353.256177772193,0.0,-8717.743001214922,34,20,0,827
101,142,500,-467642.488300026,0.5522388059701493,0.072,1417.915368268681,43032.474633318976,-19000.0,-182932.60999999996,-1184.2104564052638,-299705.6901436517,0.0,-9270.367701556868,674,10,1,1026
102,143,500,-239584.23661130748,0.582089552238806,0.076,1316.7312067615612,56055.15036129799,-12250.0,-233697.8900000003,-2328.6353631151733,-39617.415232287734,0.0,-9062.177583964218,86,13,3,1050
103,144,500,-342113.0431555398,0.5643564356435643,0.074,1431.307995827965,50682.88599501967,-14900.0,-210774.77000000054,-2668.108080098971,-157096.85146517592,0.0,-8787.507601112395,348,17,2,969
104,145,500,-322702.4548927808,0.615,0.08,1618.446139678847,49907.99359925466,-17250.0,-188944.85000000006,-2147.9751434705026,-156773.3161471436,0.0,-9112.753341100204,344,15,2,999
105,146,500,-619692.1501034604,0.6881188118811881,0.09066666666666667,955.8759246386576,67545.44821561211,-10700.0,-246382.92000000106,-2260.6454352442006,-419602.674465305,0.0,-9247.234343161845,962,11,2,1108
106,147,500,-266425.6149136258,0.2537313432835821,0.032,1267.3090252391307,24965.50081438731,-3000.0,-270031.90000000084,-1060.9088541204144,-10090.858723043588,0.0,-8474.757176088195,22,3,1,1359
107,148,500,-467561.86121873744,0.5373134328358209,0.07,1462.2351041070929,46805.247487724686,-12250.0,-220819.67000000016,-1719.9587171598748,-271703.7239777084,0.0,-9335.99111570073,614,13,2,1138
108,149,500,-149153.6020545675,0.746268656716418,0.098,1941.7978527350506,58863.92248740232,-27250.0,-136320.36999999968,-1948.4355471880617,-35424.36889967958,0.0,-9016.147947836933,78,22,2,638
109,150,500,-541692.5544171314,0.39303482587064675,0.050666666666666665,703.5579566036406,45349.75573057832,-1750.0,-291542.09000000166,-1488.2958196247591,-284389.46210171474,0.0,-8576.020182973167,650,1,2,1315
110,151,500,-153266.7330918574,0.7114427860696517,0.09333333333333334,1148.1185147727567,63110.942080560606,-13550.0,-193795.8600000002,-1717.4720834615975,0.0,0.0,-8462.461603728912,0,11,1,843
111,152,500,-417782.28192318766,0.5615763546798029,0.074,816.3041829138242,58031.925995019534,-9150.0,-259441.42000000118,-971.6628247718766,-197955.6720920945,0.0,-9111.757184255033,452,6,1,1180
112,153,500,-269485.88101457607,0.7326732673267327,0.09666666666666666,1634.4266284961295,60167.97746726813,-24800.0,-151361.8599999997,-2525.3552673220624,-143245.77434507356,0.0,-9355.295497944342,324,26,4,662
113,154,500,-189230.16106910075,0.6069651741293532,0.07933333333333334,1217.4310268407849,46127.80189193763,-32200.0,-131018.32999999957,-1325.350636316335,-63356.753902747645,0.0,-8674.959448814772,140,34,2,607
114,155,500,-590149.1812336127,0.33663366336633666,0.043333333333333335,859.8010925412661,29342.717417149077,-11700.0,-238598.58000000048,-304.97043545077065,-360934.87586382555,0.0,-8813.273444026374,818,3,0,1287
115,156,500,-350428.73666809645,0.45544554455445546,0.059333333333333335,1604.999257440226,30205.05847388356,-57150.0,-140770.72999999992,-2529.545609642536,-172607.93441237562,0.0,-9180.584377401983,390,18,2,1063
116,157,500,-172052.66933024355,0.735,0.096,1576.5252300497466,57985.7790888898,-15600.0,-146756.41999999963,-2089.479176236586,-58421.83362570172,0.0,-8747.24084724447,126,12,2,661
117,158,500,-514855.16701986175,0.69,0.09,1498.4724934472729,59256.670949425206,-12500.0,-201939.4000000006,-1519.5059153859902,-350443.40357644786,0.0,-9208.000970900333,802,14,1,985
118,159,500,-133049.27606604775,0.635,0.08266666666666667,1387.7050122399692,48519.93063490918,-13750.0,-143130.56999999948,-1352.6609045179691,-15913.773916531958,0.0,-8809.906892146486,36,13,1,636
119,160,500,-117860.83903668291,0.835,0.10933333333333334,1805.8257815187012,63145.72895650619,-34450.0,-113302.00999999967,-3300.5896176954793,-23043.821513173465,0.0,-8715.972643838595,48,37,5,561
120,161,500,-394773.24555707816,0.5472636815920398,0.07133333333333333,1172.9225641876174,53601.516795481024,-10050.0,-250777.48000000103,-179.74154102141756,-179787.20670073808,0.0,-8753.256674987108,400,9,0,1192
121,162,500,-84078.21306476044,0.855,0.112,1935.0551003581686,65185.97313785239,-39300.0,-101174.11999999949,-1832.4595636562326,0.0,0.0,-8892.661739314344,0,39,2,446
122,163,500,-418351.4566075563,0.57,0.074,1665.8595438882344,47568.885995019715,-29700.0,-191136.01000000033,-10208.937428286108,-227662.26428605695,0.0,-8878.990432120978,516,6,14,1090
123,164,500,-220887.53321586596,0.76,0.09933333333333333,2124.3590058240084,56063.88035076947,-22550.0,-116403.36999999962,-354.84187965764136,-131190.62674809783,0.0,-8576.93394470368,290,17,0,580
124,165,500,-266311.6293426077,0.7960199004975125,0.10466666666666667,1236.449087552453,67739.5819366979,-24650.0,-168276.1399999999,-3057.467537946762,-130646.94297096539,0.0,-8657.109857945636,290,29,4,741
125,166,500,-255375.51161770363,0.605,0.07866666666666666,1873.4472409412556,46551.032055872056,-39350.0,-130890.43999999952,-3058.362573483461,-121616.23551637774,0.0,-8884.95282465545,272,35,3,634
126,167,500,-445651.1588798033,0.495,0.064,1507.49743573999,48467.088213560855,-9200.0,-247476.12000000116,-1318.0060302057498,-228886.38385753785,0.0,-8745.234641360339,520,5,1,1175
127,168,500,-218254.0068745081,0.6485148514851485,0.08533333333333333,1880.8829001152073,45038.42259944,-23950.0,-127672.07999999949,-2200.986010704471,-102201.74733158134,0.0,-9148.499031777068,232,28,1,739
128,169,500,-470291.02259003755,0.18316831683168316,0.02266666666666667,337.30386989134473,27912.16083867571,-3700.0,-318314.87000000215,-39.12040999752858,-167089.1257904393,0.0,-9397.371098167781,380,4,0,1416
129,170,500,-463257.9922496295,0.29850746268656714,0.038,627.0270432490363,36449.63423884618,-2450.0,-303069.3000000021,-708.6195137204296,-185545.18700260046,0.0,-8561.547015404154,412,2,1,1409
130,171,500,-181347.3615896524,0.83,0.10866666666666666,1923.028962084454,65795.74608225463,-26600.0,-138168.66999999955,-2283.776438759712,-72935.0486406342,0.0,-9078.641554597412,166,17,2,669
131,172,500,-533533.0998263286,0.39215686274509803,0.051333333333333335,1631.26095602865,34868.04073057844,-33650.0,-200903.35000000047,-1863.5998703598716,-324281.7320422659,0.0,-9333.719600310023,732,17,1,1055
132,173,500,-104367.83946389798,0.7562189054726368,0.09933333333333333,1598.3902475129155,58337.100350769484,-30300.0,-123911.52999999958,-1067.7539148911073,0.0,0.0,-9024.046147288971,0,27,1,594
133,174,500,-623524.562042517,0.6287128712871287,0.08266666666666667,1211.8964711217204,60353.13063490889,-11050.0,-240448.23000000094,-751.3260038526396,-424250.3796321761,0.0,-8589.653512518678,970,13,0,1121
134,175,500,-168896.98916525024,0.6683168316831684,0.088,2304.4722939432877,52947.51295980484,-33950.0,-143722.40999999945,-3102.2695933962555,-34253.678279407985,0.0,-9120.6165461939,76,35,4,697
135,176,500,-428706.79705485835,0.7,0.09133333333333334,1584.6142308208518,59173.95678704086,-29450.0,-171620.36000000004,-2555.3726464568977,-276919.9590327969,0.0,-8919.676393466312,626,26,4,821
136,177,500,-336999.2714871996,0.51,0.066,1220.5204140740807,48697.67501379385,-10450.0,-236770.6800000009,-991.6266363627246,-129630.50358460461,0.0,-9074.656694099947,288,10,1,1097
137,178,500,-364781.09285782604,0.7107843137254902,0.09466666666666666,1059.0028062528388,68910.12845987084,-11750.0,-234174.76000000088,-2869.9933701115488,-176377.19238549043,0.0,-9578.278368347474,394,11,4,1045
138,179,500,-626392.0380169196,0.39303482587064675,0.050666666666666665,647.969986127489,45972.55573057833,-1950.0,-299946.17000000173,-742.6624768067179,-361488.51468392793,0.0,-8885.216572890984,824,3,0,1366
139,180,500,-133819.0907992328,0.6336633663366337,0.08333333333333333,1575.279094632766,52142.1437599091,-14300.0,-162971.37999999974,-1537.1262347615198,0.0,0.0,-8728.007419012776,0,11,1,715
140,181,500,-245493.95707374322,0.735,0.096,1224.5867536518172,62843.61908888973,-23250.0,-191197.91000000012,-2156.422449553639,-83912.36537322191,0.0,-9045.465093509005,186,9,2,994
141,182,500,-314169.99882847583,0.7475247524752475,0.09866666666666667,1400.3995305723654,67304.29771919033,-16300.0,-213421.03000000064,-3388.9256506729466,-140528.75298400217,0.0,-9235.987443563245,312,10,4,1045
142,183,500,-338875.1399088966,0.71,0.09266666666666666,1541.7232337422972,58404.70865398722,-37350.0,-157333.28999999986,-2141.3319384863635,-192925.2807636981,0.0,-9071.66909444142,438,39,3,768
143,184,500,-202777.63731597396,0.7014925373134329,0.092,1732.2008638756595,60891.46189342382,-27950.0,-196498.59000000032,-4244.850019532598,-28080.35546572835,0.0,-8627.50458801228,58,14,7,1043
144,185,500,-131523.03452775808,0.7661691542288557,0.10066666666666667,1497.144609220555,53231.464078806195,-39550.0,-66799.29999999997,-3286.677384013697,-67638.92661233553,0.0,-8976.73921943521,150,40,4,287
145,186,500,-307767.502125464,0.695,0.09066666666666667,1912.2479396497104,52380.26821561242,-7750.0,-183150.30000000048,-1629.7930783963861,-160560.74385854942,0.0,-8969.181343779957,368,4,2,1087
146,187,500,-285122.17452800093,0.65,0.08466666666666667,1446.5949876914858,54932.253133790975,-23800.0,-172252.33000000007,-4101.003356994812,-132096.46913321788,0.0,-9251.22015927061,294,25,5,770
147,188,500,-195908.8969836242,0.67,0.08733333333333333,1655.6092802181427,50542.66629313822,-14950.0,-153749.61999999965,-3692.1664173577456,-67255.36744118403,0.0,-8460.018698438418,148,16,4,795
148,189,500,-153474.88268944636,0.6915422885572139,0.09066666666666667,1630.7351659204744,47771.54821561248,-22800.0,-93642.14999999986,-5046.102435406428,-72242.37567974876,0.0,-9146.537955823731,156,24,7,426
149,190,500,-187453.52922471447,0.8009950248756219,0.10533333333333333,1581.698876699682,65713.96591185327,-29700.0,-140104.7199999996,-2832.232753627873,-73174.1829232771,0.0,-8938.058336361935,162,24,3,607
150,191,500,-198820.11446752216,0.6336633663366337,0.08333333333333333,1132.45298371033,46941.763759909176,-16950.0,-161493.15999999963,-1313.1942328242803,-58454.30564714646,0.0,-8683.67133117043,126,18,1,919
151,192,500,-391880.2781993505,0.5369458128078818,0.07066666666666667,1277.1428860758745,49814.43134093564,-11500.0,-220708.10000000062,-2016.4595716002632,-199901.57794585783,0.0,-8845.714908903867,454,10,2,1011
152,193,500,-465720.52193001175,0.6119402985074627,0.08,1236.0136832658156,54859.253599254575,-23650.0,-201045.52000000037,-1261.8966283800348,-286927.1387445149,0.0,-8931.233839636978,654,28,1,929
153,194,500,-323303.5954830076,0.38308457711442784,0.04933333333333333,949.7239310518581,35076.330862029354,-5800.0,-219238.0300000007,-602.2066322487512,-124409.15704426372,0.0,-9280.256599576413,278,4,0,965
154,195,500,-425964.2849544093,0.46534653465346537,0.06066666666666667,1880.5069149722256,28086.57452055491,-29000.0,-153567.31999999972,-554.8684795944121,-263446.67380057665,0.0,-9362.50410976486,596,32,0,1035
155,196,500,-89007.73360668054,0.73,0.09533333333333334,1688.2435432905897,53654.59092562454,-27450.0,-104127.17999999957,-4155.197067838138,0.0,0.0,-8618.191007757197,0,24,6,454
156,197,500,-258383.66176663878,0.6039603960396039,0.07933333333333334,1474.0888589927065,49459.78189193761,-32750.0,-156789.0700000002,-2954.4377596501563,-108217.27081314621,0.0,-8606.75394477258,236,41,3,703
157,198,500,-374791.1024106156,0.5792079207920792,0.076,1332.8981537102318,54435.870361297995,-13250.0,-238288.3700000009,-2125.5675027316706,-168135.8334291366,0.0,-8760.099993755239,376,14,3,1175
158,199,500,-589507.5217138733,0.5621890547263682,0.07333333333333333,1248.3654447237602,55804.129152914305,-8050.0,-246858.4300000009,-602.421235610755,-382032.93929027516,0.0,-9016.225785625516,874,7,1,1108
159,200,500,-107460.50440750028,0.5147058823529411,0.068,1984.363750705965,29085.933156331306,-55900.0,-49504.06999999997,-3358.5679149652483,-21150.00030058724,0.0,-8618.163098984505,44,64,3,274
160,201,500,-232027.08385130536,0.7376237623762376,0.09733333333333333,1175.545761913712,54440.2904874025,-8650.0,-143012.8899999995,-7295.560790341537,-119760.08441645531,0.0,-8924.384893824217,260,7,11,773
161,202,500,-277022.89893020596,0.5124378109452736,0.06666666666666667,2732.5472350645946,34365.71326622132,-61000.0,-145636.7199999999,-1378.3292823016563,-97642.81037242676,0.0,-8463.299776762806,214,19,1,1175
162,203,500,-300397.0616263553,0.7227722772277227,0.09533333333333334,1838.3995077677744,61283.89092562445,-31350.0,-168742.1299999993,-1772.4591912279266,-152739.92244514293,0.0,-8914.840423376112,344,30,2,811
163,204,500,-218413.38291925038,0.5891089108910891,0.07733333333333334,1635.8947168056059,42943.00618810353,-15900.0,-150394.51999999964,-3299.9927433324683,-84828.95818654289,0.0,-8568.812894283777,192,18,4,800
164,205,500,-466066.5503250684,0.5422885572139303,0.07066666666666667,1249.376123688982,50592.9313409356,-19850.0,-212607.42000000065,-1600.4117393673882,-274598.0771341962,0.0,-9252.948916129255,620,20,2,956
165,206,500,-582779.6603449759,0.285,0.036,440.36845802658326,36970.34401090927,0.0,-308307.39000000205,-238.84716066403251,-302699.8639967853,0.0,-8944.271656462326,688,0,0,1361
166,207,500,-197491.51961163213,0.39,0.05,2139.9081471390145,10739.615477413823,-6150.0,-110354.4099999997,-2027.890036565405,-82616.0930820517,0.0,-9222.65011756779,186,9,3,877
167,208,500,-168009.14590108203,0.7263681592039801,0.09533333333333334,1222.8281481007598,50820.850925624625,-40650.0,-88329.90999999986,-396.624611913358,-81839.13599661313,0.0,-8837.154366280269,184,42,0,473
168,209,500,-295911.2933333323,0.615,0.08,1154.772352903039,60059.6335992545,-13000.0,-243127.82000000114,-3055.8043614610174,-89039.70664251814,0.0,-8902.368281510415,200,10,4,1114
169,210,500,-293002.7815388079,0.58,0.07533333333333334,1433.9809707871523,46853.60728437506,-15950.0,-185571.38000000024,-2827.3134797370867,-128205.3326731603,0.0,-8736.343641072823,286,14,4,955
170,211,500,-431798.0165109259,0.69,0.09,1383.7385129931174,61405.330949425166,-9700.0,-211377.4900000006,-1068.7081091316807,-263516.3330694611,0.0,-8924.554794751257,596,10,0,980
171,212,500,-147913.11192100673,0.515,0.06666666666666667,2514.9161730904475,31220.57326622137,-10000.0,-135948.26999999976,-2456.3753361037016,-24233.518726427174,0.0,-9010.437297787206,52,10,2,783
172,213,500,-415162.1940861089,0.5891089108910891,0.07733333333333334,1006.7842309755732,58481.866188103246,-23900.0,-238050.27000000098,-917.7233686469609,-202349.52151364126,0.0,-9433.32962289942,454,29,1,1079
173,214,500,-161366.2599874982,0.745,0.09733333333333333,1871.7788310329013,55654.75048740245,-36800.0,-115253.02999999959,-1308.3782439674615,-56536.76435069303,0.0,-8994.616711272749,126,41,1,562
174,215,500,-159580.95184019773,0.7611940298507462,0.1,1647.1570713820527,58431.33446841655,-37650.0,-127002.68999999954,-1559.0057960290055,-44697.02850568844,0.0,-8750.7190782786,98,30,2,681
175,216,500,-90211.74828775399,0.585,0.076,1082.1640774267769,31298.850361298457,-19550.0,-65832.63999999994,-586.2946394850293,-27596.70066196904,0.0,-9027.127425024504,62,20,0,411
176,217,500,-105993.68581165657,0.8109452736318408,0.10666666666666667,1728.500199377171,59108.431978656336,-30700.0,-98163.23999999979,-2897.8054980550687,-26137.829492005858,0.0,-8931.742999628743,56,25,4,499
177,218,500,-229267.9202733693,0.6417910447761194,0.084,1213.936927693122,47293.84236456035,-22200.0,-139938.05999999985,-1480.8092227669931,-105716.46186095402,0.0,-8440.368481901469,238,21,1,740
178,219,500,-459368.9171357564,0.5174129353233831,0.06733333333333333,898.183180878327,55781.801727759404,-9450.0,-275655.0200000014,-1683.2083346788247,-220120.6693493115,0.0,-9140.004360403942,494,9,2,1237
179,220,500,-228767.76205803402,0.6534653465346535,0.086,1655.6649678732065,54731.23714489439,-26250.0,-173490.43000000005,-5765.659399440348,-70329.91363643116,0.0,-9318.661134930046,152,18,8,879
180,221,500,-406287.5428732631,0.599009900990099,0.07866666666666666,666.6806924137322,63179.7920558718,-13550.0,-270953.6600000013,-1347.2404527428391,-175142.0328843731,0.0,-9141.082284432745,392,20,2,1191
181,222,500,-147528.67284092584,0.7014925373134329,0.092,2010.6339395347263,49494.22189342397,-26650.0,-114344.18999999974,-1677.6951499936047,-47449.98556204419,0.0,-8911.657961846267,106,28,1,628
182,223,500,-126508.98714437213,0.74,0.09666666666666666,1998.5280438566165,54749.61746726826,-37400.0,-130567.99999999965,-1039.277684556218,-5491.338869819045,0.0,-8758.5161011214,12,26,1,795
183,224,500,-115977.41299727044,0.845771144278607,0.11133333333333334,1306.9215245124149,65532.63524311551,-38050.0,-125574.79999999952,-3285.4456701720546,-7077.566407410796,0.0,-8829.157687315153,14,28,4,692
184,225,500,-602174.7784361863,0.555,0.072,1272.0637187310501,53526.654633318874,-28850.0,-230129.19000000064,-589.5878690401013,-388476.4824071367,0.0,-8928.236512058907,880,11,0,1158
185,226,500,-128297.96350867907,0.6354679802955665,0.084,1855.1297337143376,47200.42236456032,-31200.0,-113757.78999999943,-1858.9381572076627,-22056.04134526625,0.0,-8480.746104479518,46,33,1,494
186,227,500,-84641.01387850198,0.67,0.08733333333333333,1793.0765731053307,41854.60629313836,-23200.0,-81742.83999999984,-594.0829233358415,-14078.497803560826,0.0,-8673.27601784852,28,16,0,500
187,228,500,-231202.58750396536,0.45,0.058,2981.774356714091,21639.167561317998,-4750.0,-140357.11999999985,-3612.4505239226028,-98401.0014501094,0.0,-8702.957447964856,218,4,4,982
188,229,500,-147580.09007446625,0.685,0.08933333333333333,1674.3323953913582,53458.71964507752,-25500.0,-148197.23999999967,-2132.460003063428,-17862.580375149348,0.0,-9020.861736722047,36,18,3,734
189,230,500,-202985.8402878932,0.7562189054726368,0.09933333333333333,1608.5731110523625,61077.42035076944,-16600.0,-164187.02999999974,-2224.7603980622653,-73914.51873885843,0.0,-8745.52461279404,158,16,3,781
190,231,500,-166123.19854458285,0.7960199004975125,0.10466666666666667,1356.3141400755728,58802.401936698014,-41600.0,-111813.57999999983,-2091.4962077343516,-61317.08933243352,0.0,-9459.749081188284,132,41,2,643
191,232,500,-175698.37512090677,0.7722772277227723,0.102,1438.9569671031672,61514.82541875645,-35450.0,-136835.33999999953,-3115.1388021991365,-54372.647369934595,0.0,-8879.031334632493,118,20,4,728
192,233,500,-106011.92769079251,0.78,0.102,1465.635622537676,59148.185418756526,-21800.0,-130711.52999999926,-3397.315797676851,-1793.0787503995557,0.0,-8923.8241840099,4,17,4,644
193,234,500,-189997.97004962605,0.7661691542288557,0.10066666666666667,1394.3682194779462,67369.02407880602,-30650.0,-192584.30000000042,-2517.9243252524675,-24186.648712860046,0.0,-8822.489309797209,50,35,3,912
194,235,500,-182089.10461810938,0.685,0.08933333333333333,1335.8113036854345,52399.959645077535,-29100.0,-133442.81999999954,-1957.7615404264382,-62290.35472458995,0.0,-9033.939301855742,136,30,2,618
195,236,500,-329335.4337148424,0.565,0.07333333333333333,1105.3881493344,55492.7291529143,-15600.0,-237576.80000000095,-941.3439669534205,-122577.2112929595,0.0,-9238.195757178331,280,15,1,1069
196,237,500,-223495.21892854534,0.7536945812807881,0.1,1562.6752848049712,57683.974468416556,-30650.0,-114307.44999999963,-1213.669981319295,-127692.0039338609,0.0,-8878.744766586382,290,32,0,525
197,238,500,-466002.4347932755,0.7213930348258707,0.09466666666666666,1698.3658544301904,61965.90845987098,-35700.0,-176623.75999999998,-1825.9957940176766,-306918.40535283077,0.0,-8598.547960727941,706,42,1,847
198,239,500,-235206.8690222156,0.7263681592039801,0.09533333333333334,1919.956053376075,53280.910925624565,-16850.0,-128932.61999999952,-2890.6604504717175,-132651.0443258997,0.0,-9083.411224844403,302,14,4,663
199,240,500,-437740.0736969749,0.47761194029850745,0.062,934.0174397550225,50440.91623108086,-6700.0,-269348.2200000012,-2141.391609861523,-201803.6525097386,0.0,-9121.743248210461,452,7,3,1224
200,241,500,-22486.73446473013,0.7389162561576355,0.098,1923.5091454073206,45100.042487402665,-24800.0,-30272.099999999897,-5694.4894918605805,0.0,0.0,-8743.696605678968,0,20,8,138
1,42,500,-382645.68402897555,0.2835820895522388,0.036,511.9823523310047,35755.884010909285,-1600.0,-297724.400000002,-3519.5709809914115,-107296.96028554851,0.0,-8772.61912567567,236,1,5,1315
2,43,500,-176794.92483945913,0.7401960784313726,0.09866666666666667,1312.8982906294818,66338.95771919038,-26450.0,-204716.95000000007,-1735.240777845737,-2994.0670775848685,0.0,-8550.522993848192,6,38,1,980
3,44,500,-272696.5876586721,0.43,0.05533333333333333,1053.9560067632005,44542.751047281505,-4350.0,-264192.4400000012,-46.38711740822454,-40737.798287016194,0.0,-8966.669308292267,90,3,0,1215
4,45,500,-240461.06002831686,0.5396039603960396,0.07066666666666667,1528.0854121839477,41904.87134093578,-13300.0,-185715.60000000018,-156.90582682662088,-75989.1230668413,0.0,-8732.387887768133,168,16,0,995
5,46,500,-294181.9135560788,0.6,0.078,1203.317624877852,54571.936188103326,-30600.0,-207563.890000001,-1712.4911694355262,-100810.09612978584,0.0,-9270.690069838322,222,18,1,1038
