time/iterations,custom/collisions_uav_uav_mean,custom/valid_action_fraction_mean,rollout/ep_len_mean,time/total_timesteps,custom/collisions_uav_static_obstacle_mean,custom/reward_exploration_mean,time/fps,time/time_elapsed,custom/reward_energy_efficiency_mean,custom/collisions_uav_dynamic_obstacle_mean,custom/collisions_uav_boundary_mean,custom/reward_coverage_mean,custom/coverage_fraction_mean,custom/reward_boundary_mean,custom/reward_collision_avoidance_mean,rollout/ep_rew_mean,custom/reward_dynamic_obstacle_avoidance_mean,custom/reward_uav_separation_mean,custom/reward_mission_completion_mean,custom/reward_total_mean,train/clip_fraction,train/n_updates,train/approx_kl,train/learning_rate,train/clip_range,train/explained_variance,train/value_loss,train/policy_gradient_loss,train/entropy_loss,train/loss,eval/mean_reward,eval/mean_ep_length
57,10.58,0.09471082360986648,500.0,116736,1.75,0.6048355566002624,216,538,-18.47713869795152,0.99,347.89,13.385488609237596,0.2572548423322591,-624.2175000000002,0.0,-299987.5527746,-7.7077073946065635,-27.49857925867474,0.0,-663.9106011853951,0.6423828125,560,0.18051636,0.0003,0.2,0.8927240967750549,0.008101006845026858,-0.11703630121191963,-3.9591539442539214,-0.19099761545658112,,
58,2.0,0.12716958326826894,500.0,118784,6.25,0.7516509667868364,217,545,-17.719881903701584,0.5,322.81,57.62507663406574,0.363068668145397,-614.4624,-1.5,-299191.52535912,-1.882560843968279,-0.3107331716604281,0.0,-577.4988483184777,0.622216796875,570,0.15496546,0.0003,0.2,0.8114597797393799,0.008449059614213184,-0.11582171973423101,-3.9279973983764647,-0.19140757620334625,,
,,,,120000,,,,,,,,,,,,,,,,,0.653759765625,580,0.19355834,0.0003,0.2,0.9377764463424683,0.006701158415307873,-0.11861971103935502,-3.89169000685215,-0.18179579079151154,-237343.48386480001,500.0
59,6.08,0.08148061397213109,500.0,120832,9.5,0.6014243225814434,215,560,-17.409595155729665,0.5,392.74,8.088693524862876,0.25285755627801587,-595.1971000000001,-1.5,-297344.95359483,-0.2750120827208765,-54.44373397004351,0.0,-660.1353233610498,,,,,,,,,,,,
60,3.86,0.09626966581808087,500.0,122880,5.5,0.4226608788528294,213,575,-17.626385079977464,1.46,397.21,-7.784999999999999,0.31415041130978766,-614.4624000000001,-4.5,-296504.81480454,-10.01018665009791,-18.624290015851855,0.0,-672.5856008670745,0.6435546875,590,0.17914185,0.0003,0.2,0.6695191860198975,0.009182081549079157,-0.11930268861469813,-3.954888662695885,-0.18319398164749146,,
61,18.36,0.08171885303923779,500.0,124928,4.7,0.7140724106101344,213,585,-18.410426002209384,1.5,469.61,-7.275985714285714,0.28254503436337314,-565.4216,-26.0,-294114.43258415995,0.0,-65.99592318254822,0.0,-682.3898624884333,0.66748046875,600,0.17908907,0.0003,0.2,0.8519782423973083,0.007078340132284211,-0.12036842701490968,-3.9128256291151047,-0.18973597884178162,,
62,25.44,0.06090703393231032,500.0,126976,2.88,0.6219248178647155,214,592,-18.295346042226118,2.25,515.78,7.371154897959185,0.2251608910891089,-584.1903000000001,-23.5,-293095.14150400995,-1.9664704397151314,-54.705284888808734,0.0,-674.664321654926,0.665625,610,0.18466154,0.0003,0.2,0.8754534125328064,0.007784764228199492,-0.12287462144449819,-3.9449717074632646,-0.185289204120636,,
63,27.3,0.07280953931064298,500.0,129024,5.25,0.10396825396825397,215,599,-16.777542174921624,1.0,568.78,-1.8684,0.28007869070489144,-662.9998,0.0,-292364.54472088,-0.4285950962556421,-252.75968899821365,0.0,-934.7300580154229,0.66630859375,620,0.1802156,0.0003,0.2,0.7993244528770447,0.007906229373838869,-0.12045196181861684,-3.9204751312732697,-0.18933166563510895,,
,,,,130000,,,,,,,,,,,,,,,,,0.649755859375,630,0.19267303,0.0003,0.2,0.8236889243125916,0.007459719619146199,-0.11479724532109685,-3.8592925876379014,-0.17911013960838318,-329487.9082906,500.0
64,13.34,0.06632485963912464,500.0,131072,4.0,0.25608848667672196,213,614,-16.16544466297967,1.25,586.96,-2.71036626506024,0.26813753017092756,-628.4692000000002,0.0,-292922.68076685,-0.6065137987027633,-96.92554359824095,0.0,-744.6209798383067,,,,,,,,,,,,
65,17.4,0.05632783009038552,500.0,133120,4.0,0.32560372633902046,214,621,-16.87373073519219,0.75,642.0,4.47239611747138,0.2399135059994147,-629.2243000000002,0.0,-292987.61731178,-2.8361081416977196,-37.155051871691256,0.0,-681.2911909047708,0.665576171875,640,0.18155172,0.0003,0.2,0.8964511752128601,0.0070864793837245085,-0.12130984612740577,-3.8872981637716295,-0.19488422572612762,,
66,8.46,0.09321662193844885,500.0,135168,8.75,0.06456876456876456,215,627,-15.868603097059967,1.23,595.02,-1.557,0.40271296907648263,-664.2515000000001,0.0,-292517.9125208,-5.646561734159861,-40.41029262546289,0.0,-727.669388692114,0.655224609375,650,0.1764625,0.0003,0.2,0.8736474514007568,0.008055407386200386,-0.12066695915127638,-3.860003986954689,-0.19360888004302979,,
67,16.18,0.06472796703412513,500.0,137216,9.01,0.36977272727272725,216,634,-16.216465967252443,0.5,668.97,1.45459751552795,0.2965516477020836,-612.9590000000001,-8.5,-290701.59653567,-0.04626839472417741,-36.57274868890911,0.0,-672.4701128080851,0.672119140625,660,0.19681665,0.0003,0.2,0.9083335399627686,0.007601127408270259,-0.12133608346339315,-3.910490119457245,-0.18876250088214874,,
68,7.22,0.050741282855929756,500.0,139264,5.75,0.027777777777777776,217,640,-17.090313950837775,0.5,743.54,-1.557,0.24562192118226597,-667.2515000000001,0.0,-291260.96691877,-0.8629011566194787,-56.78982123160943,0.0,-743.5237585612889,0.651220703125,670,0.18229389,0.0003,0.2,0.9236754179000854,0.008306666569114895,-0.11976641405490226,-3.870063430070877,-0.18773749470710754,,
,,,,140000,,,,,,,,,,,,,,,,,0.65302734375,680,0.17794707,0.0003,0.2,0.8176220655441284,0.010663091307287686,-0.12219980571535416,-3.8338557153940203,-0.1868639588356018,-257150.78616880003,500.0
69,19.16,0.0575194171349573,500.0,141312,3.5,0.02019230769230769,215,656,-18.312450900196467,2.49,746.41,-1.2456,0.2854701553807318,-668.5032000000001,0.0,-291273.74207902,-7.535118082042287,-137.34839354303912,0.0,-832.9245702175857,,,,,,,,,,,,
70,22.14,0.047652740477768435,500.0,143360,3.77,0.1695436507936508,216,662,-19.35975427870302,1.0,817.77,3.5443384615384623,0.24827726430278502,-649.4896000000001,-7.0,-290970.72565206,-2.2678793034093863,-91.87007211220966,0.0,-766.27342358199,0.650341796875,690,0.16931272,0.0003,0.2,0.889914870262146,0.007577927223610459,-0.12130828440422192,-3.8443743497133256,-0.19081084430217743,,
71,63.92,0.05919518199276828,500.0,145408,3.78,1.1200268678839145,217,669,-19.424805303517786,1.25,807.2,45.97759279933571,0.3157017733116596,-558.1699000000001,-5.5,-290777.3617805,-0.0022278123133265383,-44.65834464800507,0.0,-580.6576580966165,0.64970703125,700,0.18903947,0.0003,0.2,0.886825680732727,0.008386416844223277,-0.12027859117370099,-3.8131314367055893,-0.19300028681755066,,
72,30.64,0.04926310588304652,500.0,147456,7.5,0.05881683138842582,218,675,-17.948062240021134,1.25,832.29,-3.114,0.2736167553322496,-648.4896000000002,-3.0,-289859.56010382995,-3.270707814086572,-55.75356960949605,0.0,-731.5171228322153,0.668359375,710,0.18786335,0.0003,0.2,0.9012008905410767,0.009776684913958889,-0.12123032440431417,-3.800596076250076,-0.1891079545021057,,
73,13.0,0.04740872195622278,500.0,149504,8.5,0.011858974358974362,219,681,-16.89247443494556,0.94,884.48,-1.8683999999999998,0.27375000000000005,-662.9998,0.0,-290450.32429519,-12.84510226931342,-0.26552928567758727,0.0,-694.8594470155778,0.6595703125,720,0.1814198,0.0003,0.2,0.8540738224983215,0.006871092025903636,-0.12430430168169551,-3.789260131120682,-0.19393689930438995,,
,,,,150000,,,,,,,,,,,,,,,,,0.69013671875,730,0.19770308,0.0003,0.2,0.9042108058929443,0.006722544580770773,-0.12421377638529521,-3.8222441881895066,-0.19713768362998962,-241923.7724986,500.0
74,36.28,0.040795151247465314,500.0,151552,4.0,0.18225246928554908,217,697,-17.59202199561331,1.75,914.35,-11.210400000000002,0.245,-599.4488,0.0,-290704.02751707,-2.217782791210441,-19.372532054711886,0.0,-649.6592843722501,,,,,,,,,,,,
75,24.28,0.048126593807339565,500.0,153600,4.25,0.0,218,703,-18.49380606906955,0.5,874.14,-0.9342,0.2941012142259002,-671.7549,0.0,-289916.76058808004,-0.8608778338450253,-147.3907635658244,0.0,-839.4345474687387,0.664501953125,740,0.17258367,0.0003,0.2,0.857761800289154,0.006751742860069498,-0.12488571385620162,-3.7564493864774704,-0.19659818708896637,,
76,40.18,0.06168672004077533,500.0,155648,6.0,0.07954545454545454,219,710,-17.215460251116003,1.0,905.36,-1.557,0.38150487781319437,-664.2515000000001,0.0,-288548.93257095,-1.3923358080629822,-153.61024881069588,0.0,-837.9469994153295,0.665576171875,750,0.17449981,0.0003,0.2,0.8501414060592651,0.0058117684726312294,-0.12266973864170723,-3.7764696389436723,-0.19083654880523682,,
77,34.62,0.05728228617744354,500.0,157696,10.5,0.10479166666666666,220,716,-17.887676999663213,2.25,940.86,2.9272499999999995,0.3665370499718158,-659.4964000000001,-3.0,-287022.67781851,-1.3218421004695426,-154.25821973875378,0.0,-832.9320971722198,0.671630859375,760,0.20555118,0.0003,0.2,0.9252738356590271,0.006740082705073291,-0.11910451911389827,-3.8411936819553376,-0.18909534811973572,,
78,38.76,0.05386778604240724,500.0,159744,13.75,0.03121212121212122,220,722,-17.648423729007906,2.0,996.42,-1.8684,0.3565236318407961,-662.9998,0.0,-286198.25223504,-1.2543209086532139,-90.47129941585852,0.0,-774.2110319323077,0.66171875,770,0.1907039,0.0003,0.2,0.8901668787002563,0.007508199514631997,-0.11923500347184017,-3.821461555361748,-0.19059720635414124,,
,,,,160000,,,,,,,,,,,,,,,,,0.67001953125,780,0.19741353,0.0003,0.2,0.9113584160804749,0.009230703447246923,-0.12241155325027649,-3.7940303891897202,-0.1913665384054184,-263224.6670122,500.0
79,43.02,0.04550174616852619,500.0,161792,4.75,0.07569930069930071,219,737,-16.668527431570258,1.25,1104.32,-2.8026,0.31122524752475245,-659.2447000000002,0.0,-285887.3261662,-0.43238071926673577,-64.76731964830498,0.0,-743.8398284984427,,,,,,,,,,,,
80,37.62,0.044468368836781194,500.0,163840,13.0,0.08992424242424242,220,743,-16.413932615825114,1.29,1060.17,-7.1621999999999995,0.31179042904290427,-629.7209000000001,0.0,-286112.43546399,-5.951081796273877,-18.72629827088017,0.0,-677.8844884405548,0.643212890625,790,0.19285616,0.0003,0.2,0.888312578201294,0.007420655114765395,-0.1155011527123861,-3.7773328542709352,-0.18861615657806396,,
81,37.0,0.04367015418628321,500.0,165888,8.25,0.07166666666666668,221,750,-17.505618683424235,2.5,1092.58,-6.5394,0.3152020836412,-631.2243000000002,0.0,-286384.60460574,0.0,0.0,0.0,-655.1976520167576,0.671337890625,800,0.19407932,0.0003,0.2,0.8936656713485718,0.006974502524826676,-0.12065315058571287,-3.7332841873168947,-0.18877331912517548,,
82,89.96,0.04432531964488996,500.0,167936,8.0,0.04,221,757,-19.155146124287967,1.5,1165.64,-0.6228,0.32745856115462296,-671.0066,0.0,-285176.06511757,0.0,-229.90724137978555,0.0,-920.6517875040735,0.663232421875,810,0.19478807,0.0003,0.2,0.9058574438095093,0.006265315830751206,-0.12291041049757041,-3.754762825369835,-0.1993768811225891,,
83,65.96,0.048047857601535265,500.0,169984,9.75,0.04318452380952381,222,763,-16.48235351554675,2.0,1162.62,-3.114,0.36284203980099505,-648.7345000000003,-7.5,-285789.01248465007,-1.117299367128569,-92.20006172522596,0.0,-769.1050300840916,0.643017578125,820,0.18162629,0.0003,0.2,0.8961883783340454,0.008633634566649562,-0.11652569177604163,-3.764068004488945,-0.19163337349891663,,
,,,,170000,,,,,,,,,,,,,,,,,0.674755859375,830,0.19126372,0.0003,0.2,0.893068790435791,0.00671211645603762,-0.1198683015187271,-3.755323725938797,-0.18795980513095856,-259176.86918220003,500.0
84,57.58,0.190334066943643,500.0,172032,1.45,3.6207769636101177,220,780,-16.403994465917147,1.02,837.58,521.8532660035617,0.1815031697945914,-385.0339,-23.5,-286953.19581864,-1.9891191752751698,-40.28849764242635,0.0,58.25853168355316,,,,,,,,,,,,
85,3.7,0.33506521686369006,500.0,174080,3.87,7.460053486497574,221,786,-16.80025609353115,0.25,242.2,744.3265061491088,0.12099242401852127,-227.42169999999996,-65.5,-286895.21085135,-2.181067327596684,-0.9820129958362931,0.0,438.901523218642,0.627880859375,840,0.17585993,0.0003,0.2,0.8234987854957581,0.008553932282302413,-0.11372163237538188,-3.658096170425415,-0.18521693348884583,,
86,0.72,0.4075598234753576,500.0,176128,1.69,7.30575798241931,222,793,-16.530474952199665,0.21,6.61,529.4647522949604,0.13020597014925372,-173.62579999999994,-50.5,-285967.5049002,-12.027404931155349,-8.994077679852085,0.0,275.09275271417266,0.659521484375,850,0.20274282,0.0003,0.2,0.9136759042739868,0.007064857290606597,-0.12186466624261812,-3.6260615050792695,-0.18620455265045166,,
87,0.0,0.2531499199741262,500.0,178176,2.37,5.489732131445603,222,799,-17.298389764670123,0.13,28.34,361.70562877972463,0.13439850746268656,-304.2244,-14.5,-286127.07330759993,-8.089145274540444,0.0,0.0,23.083425871959683,0.665283203125,860,0.2013375,0.0003,0.2,0.9410673379898071,0.0057172930341039315,-0.12070357860065997,-3.7086281001567842,-0.18283216655254364,,
,,,,180000,,,,,,,,,,,,,,,,,0.66279296875,870,0.22637048,0.0003,0.2,0.9608424305915833,0.004617768777461606,-0.11892006159760057,-3.665666463971138,-0.18749400973320007,-280531.79342420003,500.0
88,0.0,0.23144794363986831,500.0,180224,0.96,4.994650136103259,221,815,-17.00305549099587,0.51,39.33,224.4302002967748,0.1651266229332293,-297.721,-15.5,-284888.60441061,-17.76160935239901,0.0,0.0,-118.5608144105168,,,,,,,,,,,,
89,1.0,0.23764303681600857,500.0,182272,4.22,3.5960705438034983,221,822,-16.67372876142292,1.25,42.75,161.5790637448376,0.21256492537313432,-343.74139999999994,-59.5,-284409.3543062,-1.5393659758323905,-0.14726003143579228,0.0,-256.42662048005,0.659521484375,880,0.21792999,0.0003,0.2,0.8989334106445312,0.006436401336395647,-0.11999956516665407,-3.6306466162204742,-0.1896245777606964,,
90,0.0,0.29869849415786637,500.0,184320,3.88,4.853807632222476,218,844,-17.777150867511306,0.0,36.6,198.50595476666797,0.3165178217821782,-224.65979999999996,-42.5,-283468.48347683006,-2.5595251735891575,0.0,0.0,-84.13671364221004,0.6666015625,890,0.21020207,0.0003,0.2,0.9383836388587952,0.005233992217836203,-0.11757101506227627,-3.632143259048462,-0.1834878921508789,,
91,0.0,0.19212697609506343,500.0,186368,2.5,2.4834133710735204,215,865,-18.586015752553372,0.75,118.6,138.72828943795784,0.24408811881188122,-470.34680000000003,-4.5,-282824.09458291,-2.9922598584008684,0.0,0.0,-355.21337280192296,0.65810546875,900,0.22498813,0.0003,0.2,0.9508336782455444,0.004548261684249155,-0.12320139419171028,-3.619718325138092,-0.18968883156776428,,
92,0.5,0.1716407287389963,500.0,188416,3.21,2.7719523670045283,212,887,-16.74331085230184,0.5,121.45,102.75260760750396,0.24965839918056773,-422.06110000000007,-31.5,-281358.88419993,-3.645302070250906,-1.1418035770211319,0.0,-369.5669565250654,0.659521484375,910,0.20351617,0.0003,0.2,0.8954203128814697,0.004597258629291901,-0.12163388297776692,-3.6893919169902802,-0.18689994513988495,,
,,,,190000,,,,,,,,,,,,,,,,,0.665380859375,920,0.18773824,0.0003,0.2,0.9004651308059692,0.004720822627496091,-0.12271780235460028,-3.6435141652822494,-0.19366872310638428,-237719.8448624,500.0
93,2.58,0.19315796741212338,500.0,190464,6.08,1.6845966854614554,203,937,-16.049412484715166,0.5,117.96,52.14581712286739,0.3126807140766754,-492.3672,-14.5,-280961.46642432996,-2.729808383721487,-53.53507766068888,0.0,-525.3510847207967,,,,,,,,,,,,
94,0.0,0.14633592547589616,500.0,192512,4.39,1.3210073962396618,200,959,-16.490841799045356,1.0,186.04,74.77527607782825,0.26831069651741296,-546.4080000000001,-12.5,-281014.37027918996,-1.206771378848621,0.0,0.0,-500.5093297038259,0.67919921875,930,0.20244661,0.0003,0.2,0.9185818433761597,0.005933392107908731,-0.12619663271470927,-3.6538860350847244,-0.18787413835525513,,
95,3.22,0.16386757245602537,500.0,194560,5.5,3.600890428565317,198,980,-17.113084730219384,0.25,149.32,118.11155518669942,0.3272303921568627,-367.77539999999993,-10.5,-280187.25807231996,-2.0754504964788083,-8.777049962919818,0.0,-284.5285395743533,0.6578125,940,0.21482544,0.0003,0.2,0.8878211379051208,0.006204409470592509,-0.12371207101386972,-3.6411730378866194,-0.19564922153949738,,
96,7.0,0.10453938236655048,500.0,196608,2.65,0.6096247972873359,196,1002,-17.66369110090441,0.25,278.65,8.396948089448548,0.2334034653465347,-628.9658000000001,-5.5,-278964.48222311,-0.6568447121282555,0.0,0.0,-643.7797629262967,0.68828125,950,0.22263156,0.0003,0.2,0.8726694583892822,0.005795203513844172,-0.12795488237752578,-3.6766131043434145,-0.19904093444347382,,
97,7.54,0.10496793764942879,500.0,198656,4.5,0.8479603572344857,193,1024,-18.638513203461166,0.0,309.04,46.825628628310696,0.2527728461652135,-615.4624000000001,0.0,-278510.08161507006,0.0,-45.515406264431796,0.0,-631.9427304823478,0.658544921875,960,0.19369237,0.0003,0.2,0.9144216179847717,0.00403994131993386,-0.11919461898505687,-3.585257950425148,-0.18597054481506348,,
,,,,200000,,,,,,,,,,,,,,,,,0.6654296875,970,0.20009923,0.0003,0.2,0.9071270823478699,0.005752482689422323,-0.12074143154313788,-3.578911307454109,-0.18632157146930695,-208170.6802816,500.0
98,2.94,0.12572387677088728,500.0,200704,7.32,2.753408802809714,186,1075,-18.531919629660486,0.5,271.25,99.70308711865809,0.3222851066449928,-456.5917,-29.0,-278732.06453395,-3.5683335680685593,-27.036261025076616,0.0,-432.2717183013379,,,,,,,,,,,,
