custom/reward_coverage_mean,custom/reward_uav_separation_mean,custom/coverage_fraction_mean,custom/reward_dynamic_obstacle_avoidance_mean,rollout/ep_rew_mean,custom/reward_energy_efficiency_mean,custom/collisions_uav_uav_mean,time/total_timesteps,custom/collisions_uav_dynamic_obstacle_mean,custom/valid_action_fraction_mean,custom/reward_collision_avoidance_mean,time/fps,time/iterations,time/time_elapsed,rollout/ep_len_mean,custom/reward_total_mean,custom/reward_exploration_mean,custom/reward_mission_completion_mean,custom/reward_boundary_mean,custom/collisions_uav_static_obstacle_mean,custom/collisions_uav_boundary_mean,train/policy_gradient_loss,train/learning_rate,train/approx_kl,train/n_updates,train/loss,eval/mean_ep_length,eval/mean_reward,train/value_loss,train/clip_range,train/explained_variance,train/entropy_loss,train/clip_fraction
248.31961759816124,-0.2773906209133907,0.13989702970297033,-0.7545759631293539,-244101.7846128,-17.30961948158539,0.0,434176,0.25,0.2662104609295523,-99.0,105,53,4124,500.0,-103.18128388540136,6.017484582065531,0.0,-240.17679999999996,3.25,17.93,,,,,,,,,,,,
,,,,,,,440000,,,,,,,,,,,,,,-0.12175799235119485,0.0003,0.29739332,530,-0.18806466460227966,500.0,-266899.1797642,0.001611221208668212,0.2,0.9452832937240601,-3.2760929696261885,0.70936279296875
30.617882099259692,-26.553618236429692,0.23814220974336237,-5.600257696575202,-239570.08559699997,-18.61967472317959,0.8,442368,0.25,0.1886653400555242,-12.0,106,54,4166,500.0,-558.1360888532779,1.4139797036468864,0.0,-527.3944000000001,6.75,98.19,,,,,,,,,,,,
,,,,,,,450000,,,,,,,,,,,,,,-0.12134092632186366,0.0003,0.31771344,540,-0.18029281497001648,500.0,-216568.878815,0.001310906642743248,0.2,0.9384487867355347,-3.2242864057421685,0.7085693359375
50.28370789635279,-2.5767488627844397,0.2926865671641792,-3.3914870038871903,-242451.63913289004,-17.146018477195124,5.0,450560,0.25,0.1456830542797262,-30.5,106,55,4225,500.0,-462.5889901181192,1.8366563293947191,0.0,-461.09509999999995,7.05,186.01,,,,,,,,,,,,
1.7628622063228527,-83.48662592484825,0.35918797349884246,-6.693319930410432,-247468.90296028,-18.511041232370644,8.92,458752,1.66,0.13099060738734813,-1.5,107,56,4258,500.0,-652.054176913404,0.781947967902336,0.0,-544.408,3.5,286.54,-0.12145663709525252,0.0003,0.28819478,550,-0.18763631582260132,,,0.001939138868056034,0.2,0.9365461468696594,-3.2364394828677177,0.71239013671875
,,,,,,,460000,,,,,,,,,,,,,,-0.11923956867685774,0.0003,0.28068423,560,-0.18944059312343597,500.0,-288144.75933820003,0.0017252659017231054,0.2,0.9353541135787964,-3.1882479093968867,0.69892578125
31.88645716576467,0.0,0.36792910447761196,-0.8192212106635549,-247370.1127127,-18.669694463233014,5.0,466944,0.25,0.10551020135482783,-48.0,108,57,4298,500.0,-502.31722666228666,0.8837318458451855,0.0,-467.5984999999999,11.68,351.4,,,,,,,,,,,,
,,,,,,,470000,,,,,,,,,,,,,,-0.12401350374821049,0.0003,0.2892257,570,-0.17820709943771362,500.0,-259655.3140416,0.0016542147568088695,0.2,0.9525228142738342,-3.1747777327895164,0.70887451171875
29.688323550486828,-47.339255964168125,0.31901467661691546,-4.8573488459983,-249463.18169714994,-16.36251151068958,15.3,475136,1.5,0.07465173144628238,-23.0,109,58,4343,500.0,-632.3987617514412,1.3970310189279769,0.0,-571.9250000000001,5.43,613.63,,,,,,,,,,,,
,,,,,,,480000,,,,,,,,,,,,,,-0.1222369658513344,0.0003,0.30408117,580,-0.18154020607471466,500.0,-214678.8370964,0.0015184380146820331,0.2,0.9425336122512817,-3.1498698331415653,0.7078125
9.369839757370725,-36.53127735965674,0.32873728056453366,-1.756869337784466,-247839.91047641,-18.704885627312354,12.92,483328,1.75,0.0665144726920854,-19.5,109,59,4395,500.0,-593.0320741198592,0.7372184475236704,0.0,-526.6461,12.66,675.03,,,,,,,,,,,,
,,,,,,,490000,,,,,,,,,,,,,,-0.12098302918893751,0.0003,0.29677057,590,-0.18727998435497284,500.0,-238610.608214,0.0014963036636800099,0.2,0.9489901065826416,-3.152678592503071,0.70675048828125
18.048567586752203,-18.747136789933123,0.3670996223341178,-0.42549155447133413,-248958.24417312,-16.93445531395431,19.86,491520,1.25,0.06429077029066076,0.0,110,60,4431,500.0,-614.7571812064716,0.7501348651348652,0.0,-597.4488,6.25,787.29,,,,,,,,,,,,
21.159832367825032,-81.55546090280487,0.43738631101916164,-0.21771967642625095,-246884.59877393994,-17.957059637483066,69.56,499712,2.75,0.06799319711221473,-1.5,112,61,4459,500.0,-662.7788070232654,0.4819008256236517,0.0,-583.1903000000001,7.75,889.7,-0.12210791606921703,0.0003,0.31021646,600,-0.18514345586299896,,,0.001565943570676609,0.2,0.942955732345581,-3.0933909602463245,0.71160888671875
,,,,,,,500000,,,,,,,,,,,,,,-0.11916033968736883,0.0003,0.31381515,610,-0.18266887962818146,500.0,-189770.483731,0.0015956318449298124,0.2,0.926902711391449,-3.1299581848084927,0.70623779296875
0.14486896551724102,-30.78284286112609,0.3180315403182109,-6.1930958310341175,-242754.63179246002,-18.631439042397073,60.74,507904,1.5,0.04376663629003707,0.0,112,62,4498,500.0,-688.8256535686847,0.11285520035520037,0.0,-633.4760000000002,7.0,1094.89,,,,,,,,,,,,
,,,,,,,510000,,,,,,,,,,,,,,-0.12029710949136643,0.0003,0.3088528,620,-0.1852131187915802,500.0,-217757.7759602,0.0017347826420518685,0.2,0.9405452013015747,-3.143862147629261,0.7062255859375
855.9287060149859,-0.5576409150517222,0.09337250079651005,-8.420105254561058,-241276.63394637004,-16.51244093616079,2.62,516096,0.15,0.3636473167873242,-70.0,113,63,4535,500.0,661.8519044060522,8.991585496840024,0.0,-107.5782,1.57,50.77,,,,,,,,,,,,
,,,,,,,520000,,,,,,,,,,,,,,-0.11996556158846942,0.0003,0.32976383,630,-0.18384024500846863,500.0,-211433.4878678,0.0015375886202946276,0.2,0.9416365623474121,-3.150781525671482,0.70908203125
107.89229282963429,0.0,0.23238989458647352,-5.711474649561712,-241079.38032201998,-17.92064141485112,0.0,524288,0.46,0.24491476658067018,-23.5,114,64,4567,500.0,-302.9991322257636,3.5058910090149147,0.0,-367.26520000000005,2.32,50.92,,,,,,,,,,,,
,,,,,,,530000,,,,,,,,,,,,,,-0.11997743354804698,0.0003,0.32111216,640,-0.1854744702577591,500.0,-228477.2393778,0.0014673223937052172,0.2,0.9408162236213684,-3.0976893432438373,0.70201416015625
66.9803604542971,0.0,0.32461342298408946,-0.6282516745122542,-237902.33502793004,-15.414483381672685,0.5,532480,1.0,0.1925145911294598,-16.0,115,65,4596,500.0,-353.4954443324856,2.3559302694023048,0.0,-390.789,5.47,91.32,,,,,,,,,,,,
,,,,,,,540000,,,,,,,,,,,,,,-0.12332579830908799,0.0003,0.32335868,650,-0.17755237221717834,500.0,-204779.4062154,0.0012794049261856343,0.2,0.9459425210952759,-3.110880398750305,0.71053466796875
13.397828630534312,0.0,0.2771899241416679,-2.569780629253621,-231452.43670464001,-18.35653992100654,0.5,540672,1.5,0.11296772150644235,-35.5,116,66,4629,500.0,-606.1138497676245,0.5879421521012752,0.0,-563.6733,3.47,275.6,,,,,,,,,,,,
4.781383255435887,-46.235629215806014,0.31541435643564353,-0.30985674464682356,-231791.0847453,-16.460782450979504,0.5,548864,0.75,0.09916632752011807,-16.5,117,67,4654,500.0,-591.4698019651811,0.8943831908153317,0.0,-517.6393,5.5,343.31,-0.12090977175685111,0.0003,0.3208179,660,-0.18369153141975403,,,0.0010842384607940402,0.2,0.9361128807067871,-3.0467083498835565,0.71029052734375
,,,,,,,550000,,,,,,,,,,,,,,-0.12651818251033548,0.0003,0.34622896,670,-0.18853197991847992,500.0,-216976.5170538,0.0015501652850161917,0.2,0.9201130270957947,-3.08738112449646,0.71968994140625
9.81989482479965,-0.45357254879229414,0.343472906403941,-0.9650766073830794,-229856.45597586,-16.122960371626757,18.0,557056,0.5,0.08742628677235804,-9.0,118,68,4687,500.0,-616.1729691387627,0.5009455642396818,0.0,-599.9522000000001,5.5,469.98,,,,,,,,,,,,
,,,,,,,560000,,,,,,,,,,,,,,-0.12268914872402092,0.0003,0.32476193,680,-0.18571044504642487,500.0,-224484.0883444,0.001170881730513429,0.2,0.9432738423347473,-3.0604120627045632,0.71768798828125
-4.033593657505284,0.0,0.42224999999999996,-1.1985427513701965,-229980.91712402002,-16.912990341781832,11.0,565248,0.5,0.09054739644381268,-14.0,119,69,4720,500.0,-605.1962277689404,0.628998981717046,0.0,-569.6801000000002,9.82,504.27,,,,,,,,,,,,
,,,,,,,570000,,,,,,,,,,,,,,-0.11354310912283835,0.0003,0.31869984,690,-0.1691993921995163,500.0,-242879.65444899997,0.001565053069816713,0.2,0.9323925971984863,-3.060810126364231,0.70736083984375
18.319994582305796,-36.083996848971076,0.4332027363184079,-1.9013376406742963,-226281.15732197996,-18.545558509040244,31.9,573440,2.25,0.0804584891021816,-4.5,120,70,4753,500.0,-645.2814702912885,0.633328125091283,0.0,-603.2039000000001,7.0,727.06,,,,,,,,,,,,
,,,,,,,580000,,,,,,,,,,,,,,-0.11897931623389013,0.0003,0.3127821,700,-0.1821928769350052,500.0,-189269.8574916,0.0013264080341741646,0.2,0.9246865510940552,-3.036923087388277,0.7013916015625
-19.88253088235294,-111.52557374023328,0.4246499999999999,0.0,-224838.55829222992,-17.523055368871482,33.02,581632,1.25,0.06898450506998123,-4.5,121,71,4785,500.0,-614.9822812218201,0.5439787696375057,0.0,-462.0951,8.5,800.85,,,,,,,,,,,,
-8.009323407917382,-92.35863800958454,0.3768054455445544,-1.1338871626708826,-231021.28980291,-15.386905921320462,36.74,589824,3.0,0.054417817732881214,-7.0,122,72,4810,500.0,-638.2424788559172,0.5304756455760627,0.0,-514.8842000000001,15.22,893.78,-0.12350308192544616,0.0003,0.34545112,710,-0.18698252737522125,,,0.0013982627336645236,0.2,0.924202561378479,-3.011325718462467,0.71495361328125
,,,,,,,590000,,,,,,,,,,,,,,-0.1235266192277777,0.0003,0.3208937,720,-0.18681825697422028,500.0,-240340.37940739997,0.0016922244211855287,0.2,0.9122946858406067,-2.9709472581744194,0.70928955078125
333.011554542357,-10.107449070873106,0.40094987685335687,-0.7925667756861923,-225045.75073739004,-16.432994656332895,12.5,598016,1.05,0.13396333380341374,-25.0,123,73,4844,500.0,-124.29411072998133,2.8299452305539092,0.0,-407.8026000000001,12.59,781.35,,,,,,,,,,,,
,,,,,,,600000,,,,,,,,,,,,,,-0.11902116876590299,0.0003,0.32649004,730,-0.17532134056091309,500.0,-188720.754791,0.0013298113651671883,0.2,0.9246786236763,-3.0039110757410525,0.7024658203125
250.50763914641786,-19.240037716436195,0.18691666666666668,-1.140673135083819,-225991.16002206,-17.11139778231617,0.42,606208,0.25,0.29092966427943195,-72.0,124,74,4885,500.0,-54.32431352659282,5.802955960825491,0.0,-201.14279999999997,3.87,21.63,,,,,,,,,,,,
,,,,,,,610000,,,,,,,,,,,,,,-0.12135133978517842,0.0003,0.33685666,740,-0.18224191665649414,500.0,-214584.47421820002,0.0012900502130833047,0.2,0.9124549031257629,-2.8965706899762154,0.708642578125
50.43761701022855,-27.402638530403348,0.2960866336633664,-7.812262819852515,-226422.70011890001,-17.29077514700971,1.52,614400,0.27,0.21438640947102816,-27.0,122,75,4998,500.0,-289.2538109235643,3.494448563472692,0.0,-263.68019999999996,2.0,65.54,,,,,,,,,,,,
,,,,,,,620000,,,,,,,,,,,,,,-0.12395629854436266,0.0003,0.3439846,750,-0.18708311021327972,500.0,-226250.4719412,0.0013958619904315128,0.2,0.9233925938606262,-3.038117849081755,0.71885986328125
29.002451317798453,0.0,0.3397014925373134,-5.24731065940951,-224529.63588541004,-17.89536098990104,1.0,622592,0.5,0.16036452841262508,-12.0,121,76,5113,500.0,-418.06650829730484,2.1280120342072486,0.0,-414.05430000000007,5.0,175.98,,,,,,,,,,,,
,,,,,,,630000,,,,,,,,,,,,,,-0.11777305404320941,0.0003,0.3526914,760,-0.17627792060375214,500.0,-267663.16774919996,0.0011098612970954491,0.2,0.9287830591201782,-3.0290129110217094,0.71104736328125
8.59714478736327,0.0,0.4110387037159712,-0.7806472542609949,-223153.25294113994,-17.72120405637963,2.0,630784,1.25,0.1450379640763614,0.0,120,77,5227,500.0,-525.9771432047119,1.0566633185654923,0.0,-517.1291,4.25,290.38,,,,,,,,,,,,
20.660122941002296,-103.5162693548093,0.30340643564356434,-1.7416182842115824,-220779.14342774995,-18.305473834054666,9.6,638976,1.0,0.08323158222337736,0.0,120,78,5312,500.0,-754.4711395699244,0.17339896214896214,0.0,-651.7413000000001,4.25,475.09,-0.11990684173215413,0.0003,0.35317868,770,-0.18471482396125793,,,0.0012315381948155846,0.2,0.92154461145401,-2.9328374452888966,0.71573486328125
,,,,,,,640000,,,,,,,,,,,,,,-0.12043369325474487,0.0003,0.35863394,780,-0.17761407792568207,500.0,-196724.2219494,0.001279078451193527,0.2,0.9223681688308716,-2.9570864126086236,0.71461181640625
48.192790860807555,-8.867077294066794,0.4320820466632355,-2.3771561010074267,-224709.81460508998,-15.778587600129793,3.98,647168,1.5,0.09993336488454067,-1.5,119,79,5425,500.0,-470.1702902787922,1.2548398556040063,0.0,-491.0951,10.0,451.18,,,,,,,,,,,,
,,,,,,,650000,,,,,,,,,,,,,,-0.12645971360179828,0.0003,0.36845696,790,-0.18230044841766357,500.0,-161747.06891,0.0013010853123660126,0.2,0.907105565071106,-2.9603361040353775,0.72529296875
-7.12824269662921,-72.66592218858173,0.38064522683611635,-0.35374668855078717,-223091.80155144003,-19.28486307273756,9.64,655360,2.5,0.07476075540610887,-31.5,118,80,5538,500.0,-699.2377346510115,0.36833999548782825,0.0,-568.6733,8.53,598.63,,,,,,,,,,,,
,,,,,,,660000,,,,,,,,,,,,,,-0.11876499315912951,0.0003,0.35860884,800,-0.1725052446126938,500.0,-244423.70718780003,0.0011027532127855012,0.2,0.9308893084526062,-2.970548867434263,0.7133544921875
15.897756749313299,-28.16075791850114,0.46168255683005255,-1.2553679661165185,-216008.25649198997,-17.59827644958326,2.62,663552,1.5,0.07989600990123151,-10.0,117,81,5652,500.0,-611.0515884144264,0.9832571704611179,0.0,-570.9182000000001,16.6,645.17,,,,,,,,,,,,
,,,,,,,670000,,,,,,,,,,,,,,-0.12333913166366983,0.0003,0.34597963,810,-0.18085218966007233,500.0,-172687.7595278,0.00107674665111972,0.2,0.9192692041397095,-2.9361133947968483,0.7117919921875
-9.622093525850019,-99.85910974461012,0.48900940594059406,-0.5887917712650961,-214766.37306069996,-17.60208563567548,18.64,671744,3.25,0.07469685562654758,-6.0,116,82,5766,500.0,-666.5041878726493,0.5690928047513727,0.0,-533.4012000000001,21.25,775.91,,,,,,,,,,,,
29.888445624336736,-0.3368443550965645,0.4664826855819911,-0.7644435430560746,-211937.68949156,-18.716717848028754,60.0,679936,3.5,0.06436503882266029,-24.5,116,83,5851,500.0,-499.2754593467923,1.0179007750524105,0.0,-485.8638,12.31,957.43,-0.12065101688349386,0.0003,0.34827107,820,-0.1824432611465454,,,0.0013001324435663263,0.2,0.9102954864501953,-2.962994260340929,0.7084716796875
,,,,,,,680000,,,,,,,,,,,,,,-0.11029976780555444,0.0003,0.33212057,830,-0.1736963987350464,500.0,-167142.0939092,0.0012661066180726266,0.2,0.8986152410507202,-2.9755375094711782,0.69775390625
542.4675034723871,-0.5849397787168847,0.11651930693069308,-3.3762341872281127,-211362.87859455997,-16.5357645930747,0.0,688128,0.0,0.34901430016144075,-79.5,115,84,5970,500.0,323.22498391327,8.597918999902745,0.0,-127.84350000000002,1.7,8.65,,,,,,,,,,,,
,,,,,,,690000,,,,,,,,,,,,,,-0.12575996428058717,0.0003,0.3670743,840,-0.18521010875701904,500.0,-184522.65981299998,0.0013108951632148091,0.2,0.9090866446495056,-2.8980253748595715,0.72327880859375
141.65472836646916,-8.765786585411059,0.23529762717651073,-1.1194369010997889,-206378.52853694,-17.78127711063313,0.08,696320,0.25,0.21879993732735808,-47.5,114,85,6083,500.0,-272.5994681846953,3.9190040459794466,0.0,-343.00669999999997,4.24,48.31,,,,,,,,,,,,
,,,,,,,700000,,,,,,,,,,,,,,-0.12573348808364243,0.0003,0.3948549,850,-0.17934562265872955,500.0,-232004.054742,0.0010047329855979114,0.2,0.9345799684524536,-2.8687851004302503,0.72427978515625
61.47429873279734,0.0,0.28501959263090487,-1.876466826514796,-207221.41389730998,-16.491186185827935,3.5,704512,1.0,0.15593353780686336,-15.0,113,86,6196,500.0,-311.5522010555259,2.096153224019441,0.0,-341.755,6.75,139.22,,,,,,,,,,,,
,,,,,,,710000,,,,,,,,,,,,,,-0.12091701512254076,0.0003,0.3601863,860,-0.18323813378810883,500.0,-240759.0953496,0.0013475942263539765,0.2,0.9125908017158508,-2.9059203781187533,0.712060546875
-7.085022727272724,0.0,0.36106237623762377,-1.2781200121474299,-207316.07797232,-18.45541994893725,0.0,712704,0.25,0.1413391225702217,0.0,112,87,6311,500.0,-585.2267596299778,0.761703058379529,0.0,-559.1699000000001,5.75,232.27,,,,,,,,,,,,
,,,,,,,720000,,,,,,,,,,,,,,-0.11903994593121751,0.0003,0.3511404,870,-0.1790158450603485,500.0,-268683.04314900003,0.0012571953642009249,0.2,0.9064556956291199,-2.9584371291100977,0.70244140625
18.670720755850954,-45.768968382031424,0.4461769986700163,-7.250390390019209,-207432.45327831001,-18.207775805884282,2.34,720896,1.17,0.13640458599419353,-27.5,112,88,6424,500.0,-486.4906642854459,2.123449536638038,0.0,-408.5576999999999,6.57,285.42,,,,,,,,,,,,
-19.189784707322335,-71.30911819725912,0.478104832613987,-0.26339246758668383,-206186.87732053996,-16.504148066440752,1.82,729088,1.0,0.11992956941520255,-10.0,111,89,6511,500.0,-571.203626335363,1.6341171032456876,0.0,-455.57129999999995,9.12,325.58,-0.11895947206648998,0.0003,0.37080115,880,-0.17601880431175232,,,0.0010803206627088002,0.2,0.940237283706665,-2.9771521359682085,0.717041015625
,,,,,,,730000,,,,,,,,,,,,,,-0.12085696713620564,0.0003,0.37741727,890,-0.1791251003742218,500.0,-182967.80394,0.0010130520244501894,0.2,0.9275592565536499,-2.9400319077074526,0.71552734375
22.747415180542944,-26.639799890003527,0.5240997980395055,-0.5742405376564232,-205104.57045203994,-17.115884561231265,20.38,737280,1.0,0.11124726340820963,-14.0,111,90,6623,500.0,-568.3755632391891,0.8598465691589934,0.0,-533.6529,13.03,463.71,,,,,,,,,,,,
,,,,,,,740000,,,,,,,,,,,,,,-0.12053368536144263,0.0003,0.35170448,900,-0.17772957682609558,500.0,-227288.40061840002,0.0015917488090508413,0.2,0.8882189989089966,-2.924909172207117,0.71597900390625
16.56037419330772,-0.15601218561870117,0.48165392156862746,-6.991732786563278,-206465.93364753,-16.85512628993017,19.5,745472,1.49,0.08791082465410335,-76.5,110,91,6738,500.0,-455.4304454177641,1.5391516510403642,0.0,-373.0271,14.04,568.07,,,,,,,,,,,,
,,,,,,,750000,,,,,,,,,,,,,,-0.1222544738331635,0.0003,0.3901735,910,-0.17607080936431885,500.0,-180858.89443220003,0.0011606654514253023,0.2,0.9417679905891418,-2.9144680432975294,0.71888427734375
3.653303318603358,-8.812238898601384,0.5730078670685979,-1.736897458530609,-198714.96290812,-16.457622490725488,3.26,753664,1.0,0.09282716944504144,-73.0,109,92,6852,500.0,-482.1852971745369,1.4401583547171781,0.0,-387.272,27.32,467.07,,,,,,,,,,,,
,,,,,,,760000,,,,,,,,,,,,,,-0.11768104171933373,0.0003,0.37775138,920,-0.17778629064559937,500.0,-193544.2138506,0.001094456335636096,0.2,0.9480693340301514,-2.7911817274987696,0.71226806640625
41.07454962876399,-112.63412496474405,0.526448497610955,-1.897879510088036,-194677.60867766998,-16.979870186222257,40.54,761856,1.25,0.07573559217265294,-94.0,109,93,6966,500.0,-593.0582844794501,1.929940552840169,0.0,-410.5509,46.91,769.21,,,,,,,,,,,,
,,,,,,,770000,,,,,,,,,,,,,,-0.12350668473300175,0.0003,0.39862677,930,-0.18916085362434387,500.0,-209571.0994486,0.0012656977255119273,0.2,0.9084032773971558,-2.9001588083803655,0.71712646484375
703.8416605852352,0.0,0.2372600997475676,-4.82178354684368,-189959.02976486005,-16.359093080959394,11.96,770048,1.04,0.294736626444245,-13.0,108,94,7086,500.0,388.557714123218,5.611130165785889,0.0,-286.7142,9.71,564.9,,,,,,,,,,,,
283.8667697044059,0.0,0.204576368159204,-0.9057984738488605,-186677.72887120006,-16.079680958062234,0.0,778240,0.0,0.2652698019304477,-111.0,108,95,7172,500.0,-12.470276304551815,6.519133422953334,0.0,-174.8707,4.67,24.08,-0.11979530025855638,0.0003,0.38120192,940,-0.17379872500896454,,,0.0011862879835916828,0.2,0.9203392863273621,-2.858435556292534,0.71055908203125
,,,,,,,780000,,,,,,,,,,,,,,-0.12513938967022115,0.0003,0.38279903,950,-0.1888239085674286,500.0,-145454.730659,0.0009852500822034927,0.2,0.9327555894851685,-2.9063870944082737,0.72044677734375
177.890140379074,-0.11048095900456385,0.3243524407785974,-7.551884783587435,-183572.02788813002,-16.218911317597712,0.0,786432,0.93,0.21664646166876309,-39.5,107,96,7289,500.0,-136.45703752307375,4.21769915804197,0.0,-255.18359999999996,3.89,77.61,,,,,,,,,,,,
,,,,,,,790000,,,,,,,,,,,,,,-0.12165494969667634,0.0003,0.3693029,960,-0.17893922328948975,500.0,-176764.24033600002,0.0009280739448968234,0.2,0.9275172352790833,-2.950039455294609,0.72115478515625
6.447065497355675,-9.55393970314227,0.332724338702527,-14.800684479362893,-181371.64604515996,-17.640637668080043,1.28,794624,0.45,0.14819704910096682,-9.0,107,97,7405,500.0,-577.894459105133,0.8032372480964992,0.0,-534.1495000000002,8.0,215.95,,,,,,,,,,,,
,,,,,,,800000,,,,,,,,,,,,,,-0.11474017222426483,0.0003,0.38852394,970,-0.17022804915905,500.0,-199419.8906472,0.001250184074115168,0.2,0.9064980745315552,-2.8490403279662133,0.7047607421875
72.7689656815377,-18.009992832407026,0.39512365400719185,-1.0474231405739594,-185119.61835131,-17.726457307991545,1.1,802816,1.0,0.1325485107130801,-42.0,106,98,7521,500.0,-401.4363049661786,1.8778026332561262,0.0,-397.29920000000004,9.1,266.6,,,,,,,,,,,,
,,,,,,,810000,,,,,,,,,,,,,,-0.11503243977786042,0.0003,0.34853804,980,-0.17203165590763092,500.0,-178722.68065260001,0.0010427343413311973,0.2,0.9113998413085938,-2.956046158820391,0.7018798828125
16.731645589454036,0.0,0.4873247039409822,-6.906642590137438,-180642.54381194,-16.623899335226795,1.0,811008,1.68,0.13267873470600064,-93.0,107,99,7570,500.0,-535.525121943114,1.3484743927962228,0.0,-437.07469999999995,9.01,352.84,,,,,,,,,,,,
53.9520296318497,-0.18007481753602406,0.5174900497512437,-1.4071115936099843,-183790.50424537004,-15.891230427985882,6.5,819200,0.5,0.11665619720556919,-27.0,107,100,7589,500.0,-510.6685354074196,1.4835517998625418,0.0,-521.6257,10.5,461.63,-0.1255536031239899,0.0003,0.40739578,990,-0.1808006465435028,,,0.000951709034529813,0.2,0.9284409880638123,-2.870093834400177,0.72225341796875
,,,,,,,820000,,,,,,,,,,,,,,-0.12714986627470354,0.0003,0.42630777,1000,-0.18754415214061737,500.0,-176156.43998660002,0.0014165794990503855,0.2,0.9072924852371216,-2.885911124199629,0.7227294921875
-3.1260708185481154,-0.6854487667870948,0.5001119402985075,-4.750407732131874,-182931.90213408004,-20.078823947744972,1.0,827392,1.25,0.09664080686772202,-83.5,108,101,7616,500.0,-536.561534444181,1.3750168210310054,0.0,-425.79580000000004,15.04,530.76,,,,,,,,,,,,
,,,,,,,830000,,,,,,,,,,,,,,-0.11704906809172826,0.0003,0.39234316,1010,-0.17136797308921814,500.0,-138372.44549040002,0.0010663514291309184,0.2,0.9143775105476379,-2.9041405759751795,0.7127197265625
12.771212466329407,0.0,0.5418625757351855,-0.3720112206151,-181437.70819942,-18.879903474580843,4.5,835584,1.75,0.09202593880362292,-8.5,109,102,7642,500.0,-459.8523504496602,0.9581517792063459,0.0,-445.8298,19.06,625.37,,,,,,,,,,,,
,,,,,,,840000,,,,,,,,,,,,,,-0.1248068784509087,0.0003,0.4068644,1020,-0.171990767121315,500.0,-163297.00693079998,0.0009172854965072474,0.2,0.9346545338630676,-2.807713537663221,0.7224609375
-0.9867249195436015,0.0,0.5966492145185402,-1.6744278114028521,-181122.23424532,-17.415284143255654,9.0,843776,3.0,0.0902426042671504,-23.5,110,103,7670,500.0,-477.4857313820693,1.1518054921327907,0.0,-435.06109999999995,18.9,657.9,,,,,,,,,,,,
,,,,,,,850000,,,,,,,,,,,,,,-0.1245597122629988,0.0003,0.40388662,1030,-0.18222711980342865,500.0,-175858.30394379998,0.0010983901562667598,0.2,0.901865541934967,-2.8097651176154614,0.72137451171875
-17.258048325689348,-9.293511272813461,0.6186302915384547,-6.382158298322715,-177198.52638159,-17.0284768754268,1.48,851968,2.49,0.08452888123979481,-30.0,110,104,7697,500.0,-449.8961209778124,0.8346737944400315,0.0,-370.7686,23.92,688.14,,,,,,,,,,,,
,,,,,,,860000,,,,,,,,,,,,,,-0.11855259905860294,0.0003,0.4109845,1040,-0.17756852507591248,500.0,-156928.35455979998,0.001060106791578619,0.2,0.9051905274391174,-2.8189565569162367,0.7101806640625
380.8216958386163,0.0,0.15483234077139058,-1.8070651228248564,-183869.19680732,-17.221440791859983,0.0,860160,0.0,0.3406766211048573,-55.0,111,105,7727,500.0,175.90772568703272,7.958035763101334,0.0,-138.8435,1.84,13.84,,,,,,,,,,,,
177.0900928986721,0.0,0.25609083296389346,-0.4209666433216705,-178553.85207798,-18.072964520324106,0.0,868352,0.25,0.21390929283388668,-37.5,112,106,7747,500.0,-134.6086766325393,4.485561632434361,0.0,-260.19039999999995,3.58,82.92,-0.1186623993649846,0.0003,0.42487693,1050,-0.18013425171375275,,,0.001066580683709617,0.2,0.9158985614776611,-2.8089272767305373,0.71109619140625
,,,,,,,870000,,,,,,,,,,,,,,-0.12159666036168346,0.0003,0.39311916,1060,-0.17955616116523743,500.0,-186134.350972,0.001067745532918707,0.2,0.9071053266525269,-2.8524244353175163,0.72003173828125
68.94358469745865,0.0,0.3137054455445545,-0.24383154311013303,-175708.43910678,-17.22682967511703,0.0,876544,0.25,0.1618949768080334,-43.5,112,107,7823,500.0,-262.3385931081629,2.8856834126056263,0.0,-273.19719999999995,3.66,142.46,,,,,,,,,,,,
,,,,,,,880000,,,,,,,,,,,,,,-0.11896710855216952,0.0003,0.42254752,1070,-0.17164629697799683,500.0,-167866.9874826,0.0010097804199176608,0.2,0.9115204811096191,-2.795030900835991,0.70770263671875
26.714554713350534,-9.456613958568648,0.3680061018437226,-4.104561007690801,-175501.43676858,-18.45319941866214,0.02,884736,0.0,0.13820228130296552,-14.5,112,108,7863,500.0,-458.8304006842251,1.2958189873459427,0.0,-440.3264000000001,7.26,239.89,,,,,,,,,,,,
,,,,,,,890000,,,,,,,,,,,,,,-0.12528565440879902,0.0003,0.44359303,1080,-0.17731626331806183,500.0,-176002.262579,0.0010335563697253746,0.2,0.906481921672821,-2.8122573204338552,0.7249755859375
30.673937383549625,-26.85769895368315,0.44777474895677194,-7.472363373549066,-176414.64612747,-18.280262768255508,7.8,892928,2.01,0.13233830372280841,-44.0,113,109,7893,500.0,-522.0250728429044,1.5030148690337648,0.0,-457.5917,8.2,296.97,,,,,,,,,,,,
,,,,,,,900000,,,,,,,,,,,,,,-0.12507838618330425,0.0003,0.4232235,1090,-0.18590284883975983,500.0,-177711.39033539998,0.0010213796465677661,0.2,0.9234541654586792,-2.8083925381302834,0.72421875
