#{"t_start": 1788280879.0457509, "env_id": "None"}
r,l,t
-152393.769886,500,5398.262992
-184388.84418,500,5417.916471
-269667.204919,500,5423.068
-292523.13242,500,5428.268742
-248941.313206,500,5433.520483
-239741.627333,500,5444.009809
-161177.272009,500,5458.24734
-158328.617335,500,5463.445184
-279639.38431,500,5468.604463
-251844.014808,500,5473.821499
-287989.884945,500,5484.334359
-161882.027248,500,5498.916454
-294833.991427,500,5504.386709
-203124.263162,500,5509.667962
-271507.369758,500,5520.26678
-310117.152465,500,5525.470298
-322091.002669,500,5540.129811
-200826.497883,500,5545.725245
-246922.784601,500,5556.333301
-197081.593733,500,5561.811118
-275257.014306,500,5567.267694
-153213.097538,500,5582.143259
-249745.228428,500,5595.346395
-246727.649369,500,5601.314842
-301074.047651,500,5606.670716
-145445.217412,500,5611.948978
-164367.220627,500,5631.970436
-218532.61974,500,5637.107157
-306217.200255,500,5642.372091
-228917.811373,500,5647.490944
-258538.220061,500,5658.092631
-282317.177275,500,5672.917638
-240261.111595,500,5678.320988
-326716.14017,500,5683.777202
-231779.809772,500,5694.392414
-205368.501092,500,5699.775252
-232170.209564,500,5712.680103
-246916.749305,500,5716.970258
-207058.001445,500,5725.601151
-175569.851001,500,5729.864578
-124222.083184,500,5734.350613
-244922.975548,500,5746.497558
-237400.233753,500,5755.083107
-230059.573459,500,5759.499295
-296723.102716,500,5763.88824
-216051.311223,500,5768.268982
-262023.579112,500,5784.277383
-167682.118454,500,5788.741408
-179491.825949,500,5793.164499
-182970.643664,500,5797.726734
-189647.095475,500,5806.56849
-187597.654765,500,5818.645368
-231758.121829,500,5823.092623
-221354.354639,500,5827.474035
-283679.230651,500,5831.892156
-170653.984036,500,5840.474748
-181493.836277,500,5853.017689
-226585.030773,500,5857.455673
-225750.294911,500,5861.965967
-293992.321547,500,5872.481427
-210178.128506,500,5877.869393
-290707.780697,500,5890.804259
-167270.350284,500,5895.221007
-275894.927849,500,5903.784953
-147704.932278,500,5908.40893
-301596.516475,500,5912.99414
-199715.352134,500,5925.25591
-260005.763205,500,5933.778913
-214574.362701,500,5938.31862
-263200.072644,500,5943.147814
-171380.315786,500,5947.685014
-125838.149416,500,5964.082391
-167181.288885,500,5968.710377
-209263.112706,500,5973.299342
-263383.826233,500,5977.821919
-193928.398417,500,5986.587839
-243955.30365,500,5998.899303
-298141.423436,500,6003.534663
-236683.6626,500,6008.018471
-154416.355552,500,6016.44034
-156816.45866,500,6021.073783
-215177.048243,500,6033.398604
-212661.893005,500,6037.882811
-211123.40824,500,6047.437934
-145946.749819,500,6052.004858
-163210.556867,500,6056.578053
-213615.91918,500,6068.8919
-95515.440665,500,6077.539377
-117884.127204,500,6082.116046
-285369.771059,500,6086.570359
-277293.913541,500,6091.184513
-303996.145758,500,6107.61304
-170813.845079,500,6112.265249
-175980.518495,500,6116.917178
-155990.136996,500,6121.47769
-189798.546113,500,6126.361588
-173699.7412,500,6142.267815
-98624.043708,500,6147.006069
-259357.093229,500,6151.584437
-167446.141727,500,6156.150355
-190566.396327,500,6164.804579
-172117.885113,500,6177.319801
-131005.736566,500,6181.75245
-180960.644708,500,6186.335098
-238435.835182,500,6194.802133
-145587.166624,500,6199.342672
-175375.103189,500,6211.751191
-308060.139299,500,6216.269193
-363992.689715,500,6224.99894
-240263.243607,500,6229.619733
-223448.069655,500,6234.305986
-149726.9558,500,6246.674426
-147865.83858,500,6255.133345
-100573.986194,500,6259.707532
-148270.955434,500,6264.385066
-126858.492606,500,6269.05691
-111565.753575,500,6285.842909
-212222.118663,500,6290.426354
-319449.545511,500,6295.034452
-275069.81018,500,6299.496552
-216911.232688,500,6308.120209
-147460.98955,500,6320.514264
-167036.072733,500,6325.078247
-248987.564327,500,6329.599105
-90240.904702,500,6338.088807
-163428.851337,500,6342.958852
-151427.095375,500,6355.907547
-251886.943262,500,6360.429146
-136194.14505,500,6369.02158
-202575.422353,500,6373.702812
-286665.164205,500,6378.356184
-237252.151988,500,6390.777342
-143386.796736,500,6399.49744
-191337.512747,500,6404.251488
-184475.124319,500,6408.802841
-174942.543212,500,6413.583934
-92440.610514,500,6429.805614
-214346.892775,500,6434.470164
-147929.995181,500,6439.043059
-222120.471145,500,6443.552882
-152573.91296,500,6448.063036
-160952.655763,500,6464.270471
-206586.145424,500,6468.845156
-180664.657371,500,6473.522015
-191311.603112,500,6478.083637
-165018.552611,500,6486.656
-166807.166284,500,6499.18183
-197935.240806,500,6503.736846
-292848.186189,500,6508.325826
-167013.317706,500,6516.884745
-149666.921919,500,6521.675648
-289610.313127,500,6534.119026
-166593.045399,500,6538.911136
-173350.35903,500,6547.53831
-214864.369491,500,6552.0555
-160149.978165,500,6556.67048
-212828.88732,500,6569.078938
-203952.039442,500,6577.683033
-278180.332356,500,6582.354298
-194841.706711,500,6587.063732
-213853.648602,500,6591.663896
-182559.633098,500,6607.924912
-174202.730546,500,6612.598634
-151801.104192,500,6617.157916
-236964.465567,500,6621.69977
-162372.299071,500,6630.434747
-198701.626115,500,6643.038078
-107340.257518,500,6647.710495
-121205.333162,500,6652.378946
-139517.697581,500,6660.935548
-120768.898027,500,6665.555487
-172014.592291,500,6677.871462
-183181.028718,500,6682.422471
-150839.37137,500,6691.104697
-116500.048378,500,6695.720251
-251111.771227,500,6700.394815
-169264.70333,500,6712.867523
-183648.359076,500,6721.43344
-228986.030272,500,6726.042256
-203183.323416,500,6730.5412
-179517.918538,500,6735.067207
-208296.022274,500,6747.317566
-263060.378989,500,6755.951786
-234394.998991,500,6760.565625
-99798.430294,500,6765.390417
-184530.126184,500,6769.999932
-280684.129082,500,6786.328049
-100260.07703,500,6790.962028
-189805.508087,500,6795.557252
-147995.334061,500,6799.981483
-133061.382794,500,6808.684051
-218303.754366,500,6821.205168
-176489.238941,500,6826.024972
-205476.541783,500,6830.575444
-99173.18298,500,6839.177512
-162572.648707,500,6843.902625
-124977.891152,500,6856.624022
-193494.15298,500,6861.263018
-192421.921735,500,6870.660298
-148141.818749,500,6876.419845
-97144.503919,500,6881.319584
-96700.251484,500,6893.924933
-208475.094467,500,6902.672704
-209930.435802,500,6907.457831
-208879.686217,500,6912.193694
-177199.359718,500,6916.906707
-223883.685988,500,6933.882173
-169613.204763,500,6938.640051
-241248.854702,500,6943.458836
-153410.713294,500,6948.19275
-107086.551904,500,6956.956298
-183598.318045,500,6969.520956
-138169.227566,500,6974.117492
-277090.97778,500,6978.702601
