#{"t_start": 1788280878.9910696, "env_id": "None"}
r,l,t
-173335.661169,500,6186.079766
-153744.346666,500,6194.561715
-234740.93878,500,6199.079798
-171978.382985,500,6211.470407
-171193.751071,500,6216.010367
-271024.991803,500,6224.723819
-148859.235585,500,6229.358516
-151393.498065,500,6234.031183
-109418.30302,500,6246.420274
-168215.236836,500,6254.848303
-261961.461176,500,6259.43938
-156940.858726,500,6264.091141
-82235.76477,500,6268.796384
-101944.978811,500,6285.577884
-181295.508945,500,6290.14395
-218493.660486,500,6294.779189
-219674.879053,500,6299.228202
-199181.426919,500,6307.863996
-187018.474218,500,6320.222084
-187610.3233,500,6324.824402
-144956.012251,500,6329.337938
-168329.815343,500,6337.805607
-178348.058472,500,6342.620017
-125887.964319,500,6355.644531
-203818.038419,500,6360.159539
-248982.913154,500,6368.761289
-180850.288142,500,6373.439564
-265019.290089,500,6378.082926
-154455.526496,500,6390.527125
-162592.109886,500,6399.214514
-179135.501081,500,6403.996573
-338255.40178,500,6408.526861
-147597.929196,500,6413.285051
-118019.461375,500,6429.546882
-142097.477208,500,6434.212177
-111194.126095,500,6438.764761
-223727.738635,500,6443.29566
-265678.500322,500,6447.804211
-89734.768995,500,6464.006598
-183573.486313,500,6468.583891
-187372.678779,500,6473.269072
-117151.105032,500,6477.78539
-139975.602252,500,6486.40484
-119631.658588,500,6498.914625
-152191.921201,500,6503.483896
-237635.083914,500,6508.032045
-142545.603349,500,6516.619359
-146777.165357,500,6521.371807
-148629.354158,500,6533.864085
-193807.877733,500,6538.65277
-200699.800736,500,6547.272784
-113365.749607,500,6551.801952
-179340.54191,500,6556.397414
-169893.45865,500,6568.826609
-185760.57333,500,6577.427697
-146648.924778,500,6582.086573
-163104.732755,500,6586.790915
-203913.37468,500,6591.401527
-233131.706644,500,6607.654739
-165597.649717,500,6612.332106
-176568.952082,500,6616.894542
-132179.144986,500,6621.446182
-174100.12644,500,6630.155979
-153035.63082,500,6642.781343
-117283.598144,500,6647.445
-116173.293954,500,6652.09953
-181145.609441,500,6660.688208
-171382.320059,500,6665.294419
-193407.323285,500,6677.608159
-151573.313544,500,6682.16431
-201894.558699,500,6690.847211
-129219.387513,500,6695.44963
-183162.809438,500,6700.113911
-214719.277303,500,6712.613706
-177668.663399,500,6721.155841
-130863.372693,500,6725.780338
-175240.391427,500,6730.2849
-120179.30077,500,6734.804991
-164697.625928,500,6747.048034
-82853.001109,500,6755.68184
-301248.323389,500,6760.306149
-133503.920517,500,6765.122219
-148988.895358,500,6769.736263
-128306.706016,500,6786.038728
-160633.791623,500,6790.693776
-167162.016707,500,6795.315825
-154122.076709,500,6799.729753
-103444.383359,500,6808.423089
-122539.626635,500,6820.918011
-111640.485626,500,6825.772784
-259551.324102,500,6830.314479
-201149.309007,500,6838.906084
-109986.915049,500,6843.642807
-164755.011605,500,6856.362843
-130289.142606,500,6860.990437
-106412.041031,500,6870.296907
-200171.574962,500,6876.114574
-97964.392574,500,6881.022854
-188913.21827,500,6893.663767
-128032.566944,500,6902.420161
-148285.476056,500,6907.198731
-135506.913406,500,6911.920725
-121813.063809,500,6916.641388
-162442.392955,500,6933.619376
-180090.208717,500,6938.373825
-186715.399374,500,6943.191471
-171598.08559,500,6947.919652
-271122.51468,500,6956.697317
-245982.340609,500,6969.251788
-164512.536952,500,6973.845767
-181072.855084,500,6978.431323
