#{"t_start": 1788280879.1884155, "env_id": "None"}
r,l,t
-282050.060534,500,4847.145801
-256525.400389,500,4852.239722
-180606.817254,500,4857.357754
-243295.935886,500,4862.564217
-260655.536811,500,4881.072762
-210167.108235,500,4886.353402
-243080.437012,500,4891.475554
-270333.17452,500,4896.46391
-277461.705194,500,4906.634766
-242195.644586,500,4920.648553
-273441.129555,500,4925.762503
-241311.289949,500,4930.919053
-186804.71665,500,4940.782979
-267780.134574,500,4945.924704
-249039.708742,500,4959.810298
-243254.855032,500,4965.031074
-262166.095477,500,4975.167775
-226162.280145,500,4980.212544
-183925.574343,500,4985.247694
-257361.997882,500,4999.249778
-260401.367245,500,5009.514847
-245405.786736,500,5014.772228
-181727.167053,500,5020.374468
-196452.275087,500,5025.468929
-210432.212874,500,5047.018223
-145649.744091,500,5053.982622
-250811.42616,500,5059.042723
-276102.08876,500,5063.747367
-271542.997794,500,5072.750018
-220290.030048,500,5085.426918
-232209.758989,500,5090.318279
-219558.880443,500,5095.052351
-308457.87233,500,5104.674419
-210867.110683,500,5109.656124
-198436.055301,500,5123.479762
-204216.698981,500,5129.80711
-270190.643293,500,5135.276389
-200602.295801,500,5146.076547
-225293.545912,500,5151.100288
-295937.379655,500,5165.338826
-273114.112186,500,5170.652596
-253739.318516,500,5180.800417
-211279.51952,500,5185.878866
-210430.683399,500,5190.963128
-204202.029686,500,5205.560416
-186347.793295,500,5215.679493
-148134.514075,500,5220.808873
-190483.9271,500,5225.951239
-257565.399521,500,5231.024905
-312015.029559,500,5250.439213
-288719.589389,500,5255.555615
-174902.459929,500,5260.780357
-241372.423552,500,5266.22006
-204882.141864,500,5276.510088
-250778.489895,500,5290.852373
-196038.798225,500,5296.215585
-178849.366184,500,5301.339973
-230139.262054,500,5311.874238
-200186.493453,500,5317.033998
-316283.626054,500,5331.513461
-222914.767828,500,5336.582768
-234817.93386,500,5347.442853
-185870.70926,500,5352.588407
-197085.753674,500,5357.740366
-243780.142628,500,5372.401003
-187383.666602,500,5383.15051
-163969.050551,500,5388.344748
-278880.845148,500,5393.419504
-173484.465977,500,5398.681738
-164241.680327,500,5418.339901
-315986.854498,500,5423.482665
-146740.237341,500,5428.67626
-216064.2529,500,5433.928829
-313662.81912,500,5444.430384
-130922.645778,500,5458.662242
-175431.381218,500,5463.86175
-217172.982315,500,5469.019843
-143340.661262,500,5474.236481
-186622.15296,500,5484.743382
-202816.976688,500,5499.336324
-217121.882964,500,5504.804927
-230673.87022,500,5510.1149
-227303.372166,500,5520.689769
-217621.63505,500,5525.897242
-200458.980032,500,5540.585211
-234005.005288,500,5546.209184
-204263.145803,500,5556.759565
-207967.772699,500,5562.402252
-129643.097798,500,5567.700277
-181355.552683,500,5582.590943
-160615.642835,500,5595.865867
-333790.139262,500,5601.738283
-266004.519754,500,5607.09594
-254811.35741,500,5612.370764
-199366.890813,500,5632.407751
-270299.59732,500,5637.555147
-289869.839382,500,5642.795974
-212176.516092,500,5647.904374
-226678.570735,500,5658.516015
-253498.332008,500,5673.343904
-156900.723563,500,5678.763225
-131442.276979,500,5684.213345
-144831.633381,500,5694.81416
-215584.244972,500,5700.215998
-226514.912174,500,5713.091803
-232466.169903,500,5717.371265
-244172.080815,500,5726.018396
-165425.143195,500,5730.281993
-97144.111903,500,5734.769162
-275016.699149,500,5746.92251
-159616.660319,500,5755.503208
-155383.588012,500,5759.920367
-308999.377748,500,5764.310449
-301631.86768,500,5768.691966
-147998.074235,500,5784.7041
-185898.587138,500,5789.180121
-252838.554658,500,5793.594875
-162933.046622,500,5798.155095
-389563.096778,500,5806.994992
-197099.684596,500,5819.072675
-172580.341253,500,5823.524339
-152704.632836,500,5827.910978
-124345.619603,500,5832.330927
-211433.558763,500,5840.934233
-248919.87332,500,5853.458543
-179577.620601,500,5857.888061
-266942.92533,500,5862.411056
-205257.760391,500,5872.953783
-176154.157564,500,5878.350136
-181603.819307,500,5891.242841
-324674.776345,500,5895.643651
-70799.069807,500,5904.238734
-170757.981429,500,5908.85678
-128886.507903,500,5913.435486
-164537.170211,500,5925.695777
-247010.994614,500,5934.222138
-320811.875189,500,5938.770567
-191429.812957,500,5943.59937
-197572.276656,500,5948.13408
-206507.612824,500,5964.549603
-170030.541503,500,5969.159571
-239003.108429,500,5973.751392
-247818.043672,500,5978.241295
-193214.196673,500,5987.012818
-118228.575467,500,5999.351003
-128852.600506,500,6003.98423
-167224.896815,500,6008.501735
-179728.634788,500,6016.889586
-231795.321261,500,6021.513748
-153351.302277,500,6033.847047
-184874.772771,500,6038.311665
-132443.942427,500,6047.885907
-209677.377871,500,6052.442177
-238083.603638,500,6056.999338
-145724.039284,500,6069.34321
-153453.582845,500,6077.987477
-236026.621737,500,6082.541884
-87333.692082,500,6087.003518
-158246.314109,500,6091.616214
-226988.116916,500,6108.048055
-182511.932303,500,6112.708713
-143679.347035,500,6117.361179
-137783.048667,500,6121.958008
-318479.838601,500,6126.804579
-133740.909165,500,6142.718644
-115268.587242,500,6147.470706
-69651.084168,500,6152.046107
-216466.712176,500,6156.597986
-227233.212426,500,6165.229689
-187520.949497,500,6177.783658
-146435.046518,500,6182.235898
-168052.514743,500,6186.769781
-214298.628195,500,6195.228681
-272529.617235,500,6199.788997
-128822.644598,500,6212.18656
-263987.473408,500,6216.709558
-162192.189076,500,6225.455457
-169976.175576,500,6230.076009
-97417.490162,500,6234.760026
-162440.28129,500,6247.107342
-101312.311765,500,6255.591494
-139802.94668,500,6260.167256
-99641.921671,500,6264.852076
-99100.991131,500,6269.511967
-138788.063254,500,6286.305527
-146268.532937,500,6290.881759
-264256.335789,500,6295.469167
-147162.150211,500,6299.949639
-192022.325958,500,6308.543347
-177058.282434,500,6320.97456
-147837.680928,500,6325.524063
-234948.840314,500,6330.069257
-192543.000247,500,6338.548447
-208368.956358,500,6343.411999
-181662.942536,500,6356.366302
-199363.8136,500,6360.87281
-175434.435988,500,6369.477346
-94268.701878,500,6374.159738
-77115.425059,500,6378.80901
-144447.39739,500,6391.246147
-164096.94628,500,6399.981043
-257348.160735,500,6404.687062
-168489.739622,500,6409.250437
-168278.237836,500,6414.059712
-183495.989764,500,6430.282067
-140187.966826,500,6434.920515
-134288.446895,500,6439.500362
-189436.165845,500,6444.008142
-149177.664033,500,6448.523335
-108188.986198,500,6464.698283
-103505.655865,500,6469.293393
-210442.066398,500,6473.967577
-157067.334615,500,6478.56359
-194125.422834,500,6487.102226
-70844.646549,500,6499.647734
-115671.808886,500,6504.208555
-118500.11934,500,6508.810685
-148208.048154,500,6517.335138
-104479.19447,500,6522.155941
-110754.858095,500,6534.598496
-251118.711682,500,6539.356369
-211887.451146,500,6548.00586
-295644.596683,500,6552.493079
-94573.037465,500,6557.121579
-237466.559176,500,6569.524298
-184539.351762,500,6578.135059
-261038.604254,500,6582.812647
-208475.710644,500,6587.512901
-133589.387958,500,6592.09089
-93478.426095,500,6608.405396
-119064.198144,500,6613.053819
-227355.676064,500,6617.611463
-144559.715246,500,6622.133292
-115099.608863,500,6630.899377
-81642.983294,500,6643.489328
-146056.030427,500,6648.14901
-192525.530885,500,6652.824691
-204743.306105,500,6661.394348
-94207.813336,500,6666.019049
-152907.846473,500,6678.318136
-119861.352728,500,6682.867209
-244160.630233,500,6691.561289
-327928.751703,500,6696.153437
-83431.02475,500,6700.885755
-135434.139442,500,6713.314348
-145266.775227,500,6721.888321
-143054.78302,500,6726.484915
-103105.084669,500,6730.962761
-141091.026829,500,6735.513217
-268180.509878,500,6747.746635
-215979.298055,500,6756.404523
-117533.388543,500,6761.03868
-151501.380326,500,6765.842622
-124918.041342,500,6770.45121
-201055.791599,500,6786.816274
-164298.6038,500,6791.390442
-164949.215107,500,6795.981903
-138037.864487,500,6800.408221
-100994.342987,500,6809.137893
-141649.238799,500,6821.698975
-81401.659624,500,6826.460247
-104769.80769,500,6831.033378
-295085.575383,500,6839.64039
-230200.958118,500,6844.35759
-163787.85136,500,6857.077902
-112520.577872,500,6861.711822
-180269.279848,500,6871.233228
-132490.270173,500,6876.936933
-86964.487624,500,6881.807226
-105431.023519,500,6894.359219
-186399.351089,500,6903.108091
-114776.007758,500,6907.911649
-282792.415675,500,6912.652693
-104946.825033,500,6917.357937
-164804.642974,500,6934.34035
-102377.345981,500,6939.094121
-130465.290763,500,6943.916772
-81271.141797,500,6948.642306
-94059.204116,500,6957.413624
-105203.639728,500,6969.977082
-147812.068767,500,6974.576946
-141099.842685,500,6979.18569
