custom/valid_action_fraction_mean,custom/reward_uav_separation_mean,time/iterations,rollout/ep_rew_mean,custom/reward_energy_efficiency_mean,custom/reward_collision_avoidance_mean,custom/coverage_fraction_mean,custom/collisions_uav_dynamic_obstacle_mean,custom/collisions_uav_boundary_mean,rollout/ep_len_mean,custom/reward_mission_completion_mean,time/total_timesteps,custom/reward_total_mean,custom/collisions_uav_uav_mean,custom/collisions_uav_static_obstacle_mean,custom/reward_dynamic_obstacle_avoidance_mean,time/time_elapsed,custom/reward_boundary_mean,custom/reward_exploration_mean,time/fps,custom/reward_coverage_mean,train/policy_gradient_loss,eval/mean_ep_length,train/value_loss,train/learning_rate,train/approx_kl,eval/mean_reward,train/clip_range,train/clip_fraction,train/n_updates,train/entropy_loss,train/explained_variance,train/loss
,,,,,,,,,,,420000,,,,,,,,,,-0.1232715945719974,500.0,0.001556453930106727,0.0003,0.29100448,-253017.32407260002,0.2,0.716357421875,510,-3.321255450695753,0.9447407722473145,-0.18511804938316345
0.04494799582079105,-53.74536227068558,52,-244739.66184267003,-16.47256434640999,0.0,0.33905426684312423,0.13,1183.27,500.0,0.0,425984,-725.621536588661,46.38,5.25,-6.139974473729857,4623,-644.9862000000002,0.08216450216450216,92,-4.3595999999999995,,,,,,,,,,,,
,,,,,,,,,,,430000,,,,,,,,,,-0.12100979641254525,500.0,0.0015459250296771642,0.0003,0.28410292,-249748.2862778,0.2,0.705029296875,520,-3.266334792226553,0.9406617283821106,-0.18303295969963074
0.2662104609295523,-0.2773906209133907,53,-244101.7846128,-17.30961948158539,-99.0,0.13989702970297033,0.25,17.93,500.0,0.0,434176,-103.18128388540136,0.0,3.25,-0.7545759631293539,4743,-240.17679999999996,6.017484582065531,91,248.31961759816124,,,,,,,,,,,,
,,,,,,,,,,,440000,,,,,,,,,,-0.12175799235119485,500.0,0.001611221208668212,0.0003,0.29739332,-266899.1797642,0.2,0.70936279296875,530,-3.2760929696261885,0.9452832937240601,-0.18806466460227966
0.1886653400555242,-26.553618236429692,54,-239570.08559699997,-18.61967472317959,-12.0,0.23814220974336237,0.25,98.19,500.0,0.0,442368,-558.1360888532779,0.8,6.75,-5.600257696575202,4832,-527.3944000000001,1.4139797036468864,91,30.617882099259692,,,,,,,,,,,,
,,,,,,,,,,,450000,,,,,,,,,,-0.12134092632186366,500.0,0.001310906642743248,0.0003,0.31771344,-216568.878815,0.2,0.7085693359375,540,-3.2242864057421685,0.9384487867355347,-0.18029281497001648
0.1456830542797262,-2.5767488627844397,55,-242451.63913289004,-17.146018477195124,-30.5,0.2926865671641792,0.25,186.01,500.0,0.0,450560,-462.5889901181192,5.0,7.05,-3.3914870038871903,4866,-461.09509999999995,1.8366563293947191,92,50.28370789635279,,,,,,,,,,,,
0.13099060738734813,-83.48662592484825,56,-247468.90296028,-18.511041232370644,-1.5,0.35918797349884246,1.66,286.54,500.0,0.0,458752,-652.054176913404,8.92,3.5,-6.693319930410432,4892,-544.408,0.781947967902336,93,1.7628622063228527,-0.12145663709525252,,0.001939138868056034,0.0003,0.28819478,,0.2,0.71239013671875,550,-3.2364394828677177,0.9365461468696594,-0.18763631582260132
,,,,,,,,,,,460000,,,,,,,,,,-0.11923956867685774,500.0,0.0017252659017231054,0.0003,0.28068423,-288144.75933820003,0.2,0.69892578125,560,-3.1882479093968867,0.9353541135787964,-0.18944059312343597
0.10551020135482783,0.0,57,-247370.1127127,-18.669694463233014,-48.0,0.36792910447761196,0.25,351.4,500.0,0.0,466944,-502.31722666228666,5.0,11.68,-0.8192212106635549,4927,-467.5984999999999,0.8837318458451855,94,31.88645716576467,,,,,,,,,,,,
,,,,,,,,,,,470000,,,,,,,,,,-0.12401350374821049,500.0,0.0016542147568088695,0.0003,0.2892257,-259655.3140416,0.2,0.70887451171875,570,-3.1747777327895164,0.9525228142738342,-0.17820709943771362
0.07465173144628238,-47.339255964168125,58,-249463.18169714994,-16.36251151068958,-23.0,0.31901467661691546,1.5,613.63,500.0,0.0,475136,-632.3987617514412,15.3,5.43,-4.8573488459983,4961,-571.9250000000001,1.3970310189279769,95,29.688323550486828,,,,,,,,,,,,
,,,,,,,,,,,480000,,,,,,,,,,-0.1222369658513344,500.0,0.0015184380146820331,0.0003,0.30408117,-214678.8370964,0.2,0.7078125,580,-3.1498698331415653,0.9425336122512817,-0.18154020607471466
0.0665144726920854,-36.53127735965674,59,-247839.91047641,-18.704885627312354,-19.5,0.32873728056453366,1.75,675.03,500.0,0.0,483328,-593.0320741198592,12.92,12.66,-1.756869337784466,4996,-526.6461,0.7372184475236704,96,9.369839757370725,,,,,,,,,,,,
,,,,,,,,,,,490000,,,,,,,,,,-0.12098302918893751,500.0,0.0014963036636800099,0.0003,0.29677057,-238610.608214,0.2,0.70675048828125,590,-3.152678592503071,0.9489901065826416,-0.18727998435497284
0.06429077029066076,-18.747136789933123,60,-248958.24417312,-16.93445531395431,0.0,0.3670996223341178,1.25,787.29,500.0,0.0,491520,-614.7571812064716,19.86,6.25,-0.42549155447133413,5031,-597.4488,0.7501348651348652,97,18.048567586752203,,,,,,,,,,,,
0.06799319711221473,-81.55546090280487,61,-246884.59877393994,-17.957059637483066,-1.5,0.43738631101916164,2.75,889.7,500.0,0.0,499712,-662.7788070232654,69.56,7.75,-0.21771967642625095,5061,-583.1903000000001,0.4819008256236517,98,21.159832367825032,-0.12210791606921703,,0.001565943570676609,0.0003,0.31021646,,0.2,0.71160888671875,600,-3.0933909602463245,0.942955732345581,-0.18514345586299896
,,,,,,,,,,,500000,,,,,,,,,,-0.11916033968736883,500.0,0.0015956318449298124,0.0003,0.31381515,-189770.483731,0.2,0.70623779296875,610,-3.1299581848084927,0.926902711391449,-0.18266887962818146
0.04376663629003707,-30.78284286112609,62,-242754.63179246002,-18.631439042397073,0.0,0.3180315403182109,1.5,1094.89,500.0,0.0,507904,-688.8256535686847,60.74,7.0,-6.1930958310341175,5092,-633.4760000000002,0.11285520035520037,99,0.14486896551724102,,,,,,,,,,,,
,,,,,,,,,,,510000,,,,,,,,,,-0.12029710949136643,500.0,0.0017347826420518685,0.0003,0.3088528,-217757.7759602,0.2,0.7062255859375,620,-3.143862147629261,0.9405452013015747,-0.1852131187915802
0.3636473167873242,-0.5576409150517222,63,-241276.63394637004,-16.51244093616079,-70.0,0.09337250079651005,0.15,50.77,500.0,0.0,516096,661.8519044060522,2.62,1.57,-8.420105254561058,5129,-107.5782,8.991585496840024,100,855.9287060149859,,,,,,,,,,,,
,,,,,,,,,,,520000,,,,,,,,,,-0.11996556158846942,500.0,0.0015375886202946276,0.0003,0.32976383,-211433.4878678,0.2,0.70908203125,630,-3.150781525671482,0.9416365623474121,-0.18384024500846863
0.24491476658067018,0.0,64,-241079.38032201998,-17.92064141485112,-23.5,0.23238989458647352,0.46,50.92,500.0,0.0,524288,-302.9991322257636,0.0,2.32,-5.711474649561712,5165,-367.26520000000005,3.5058910090149147,101,107.89229282963429,,,,,,,,,,,,
,,,,,,,,,,,530000,,,,,,,,,,-0.11997743354804698,500.0,0.0014673223937052172,0.0003,0.32111216,-228477.2393778,0.2,0.70201416015625,640,-3.0976893432438373,0.9408162236213684,-0.1854744702577591
0.1925145911294598,0.0,65,-237902.33502793004,-15.414483381672685,-16.0,0.32461342298408946,1.0,91.32,500.0,0.0,532480,-353.4954443324856,0.5,5.47,-0.6282516745122542,5200,-390.789,2.3559302694023048,102,66.9803604542971,,,,,,,,,,,,
,,,,,,,,,,,540000,,,,,,,,,,-0.12332579830908799,500.0,0.0012794049261856343,0.0003,0.32335868,-204779.4062154,0.2,0.71053466796875,650,-3.110880398750305,0.9459425210952759,-0.17755237221717834
0.11296772150644235,0.0,66,-231452.43670464001,-18.35653992100654,-35.5,0.2771899241416679,1.5,275.6,500.0,0.0,540672,-606.1138497676245,0.5,3.47,-2.569780629253621,5235,-563.6733,0.5879421521012752,103,13.397828630534312,,,,,,,,,,,,
0.09916632752011807,-46.235629215806014,67,-231791.0847453,-16.460782450979504,-16.5,0.31541435643564353,0.75,343.31,500.0,0.0,548864,-591.4698019651811,0.5,5.5,-0.30985674464682356,5262,-517.6393,0.8943831908153317,104,4.781383255435887,-0.12090977175685111,,0.0010842384607940402,0.0003,0.3208179,,0.2,0.71029052734375,660,-3.0467083498835565,0.9361128807067871,-0.18369153141975403
,,,,,,,,,,,550000,,,,,,,,,,-0.12651818251033548,500.0,0.0015501652850161917,0.0003,0.34622896,-216976.5170538,0.2,0.71968994140625,670,-3.08738112449646,0.9201130270957947,-0.18853197991847992
0.08742628677235804,-0.45357254879229414,68,-229856.45597586,-16.122960371626757,-9.0,0.343472906403941,0.5,469.98,500.0,0.0,557056,-616.1729691387627,18.0,5.5,-0.9650766073830794,5297,-599.9522000000001,0.5009455642396818,105,9.81989482479965,,,,,,,,,,,,
,,,,,,,,,,,560000,,,,,,,,,,-0.12268914872402092,500.0,0.001170881730513429,0.0003,0.32476193,-224484.0883444,0.2,0.71768798828125,680,-3.0604120627045632,0.9432738423347473,-0.18571044504642487
0.09054739644381268,0.0,69,-229980.91712402002,-16.912990341781832,-14.0,0.42224999999999996,0.5,504.27,500.0,0.0,565248,-605.1962277689404,11.0,9.82,-1.1985427513701965,5333,-569.6801000000002,0.628998981717046,105,-4.033593657505284,,,,,,,,,,,,
,,,,,,,,,,,570000,,,,,,,,,,-0.11354310912283835,500.0,0.001565053069816713,0.0003,0.31869984,-242879.65444899997,0.2,0.70736083984375,690,-3.060810126364231,0.9323925971984863,-0.1691993921995163
0.0804584891021816,-36.083996848971076,70,-226281.15732197996,-18.545558509040244,-4.5,0.4332027363184079,2.25,727.06,500.0,0.0,573440,-645.2814702912885,31.9,7.0,-1.9013376406742963,5369,-603.2039000000001,0.633328125091283,106,18.319994582305796,,,,,,,,,,,,
,,,,,,,,,,,580000,,,,,,,,,,-0.11897931623389013,500.0,0.0013264080341741646,0.0003,0.3127821,-189269.8574916,0.2,0.7013916015625,700,-3.036923087388277,0.9246865510940552,-0.1821928769350052
0.06898450506998123,-111.52557374023328,71,-224838.55829222992,-17.523055368871482,-4.5,0.4246499999999999,1.25,800.85,500.0,0.0,581632,-614.9822812218201,33.02,8.5,0.0,5405,-462.0951,0.5439787696375057,107,-19.88253088235294,,,,,,,,,,,,
0.054417817732881214,-92.35863800958454,72,-231021.28980291,-15.386905921320462,-7.0,0.3768054455445544,3.0,893.78,500.0,0.0,589824,-638.2424788559172,36.74,15.22,-1.1338871626708826,5431,-514.8842000000001,0.5304756455760627,108,-8.009323407917382,-0.12350308192544616,,0.0013982627336645236,0.0003,0.34545112,,0.2,0.71495361328125,710,-3.011325718462467,0.924202561378479,-0.18698252737522125
,,,,,,,,,,,590000,,,,,,,,,,-0.1235266192277777,500.0,0.0016922244211855287,0.0003,0.3208937,-240340.37940739997,0.2,0.70928955078125,720,-2.9709472581744194,0.9122946858406067,-0.18681825697422028
0.13396333380341374,-10.107449070873106,73,-225045.75073739004,-16.432994656332895,-25.0,0.40094987685335687,1.05,781.35,500.0,0.0,598016,-124.29411072998133,12.5,12.59,-0.7925667756861923,5468,-407.8026000000001,2.8299452305539092,109,333.011554542357,,,,,,,,,,,,
,,,,,,,,,,,600000,,,,,,,,,,-0.11902116876590299,500.0,0.0013298113651671883,0.0003,0.32649004,-188720.754791,0.2,0.7024658203125,730,-3.0039110757410525,0.9246786236763,-0.17532134056091309
0.29092966427943195,-19.240037716436195,74,-225991.16002206,-17.11139778231617,-72.0,0.18691666666666668,0.25,21.63,500.0,0.0,606208,-54.32431352659282,0.42,3.87,-1.140673135083819,5505,-201.14279999999997,5.802955960825491,110,250.50763914641786,,,,,,,,,,,,
,,,,,,,,,,,610000,,,,,,,,,,-0.12135133978517842,500.0,0.0012900502130833047,0.0003,0.33685666,-214584.47421820002,0.2,0.708642578125,740,-2.8965706899762154,0.9124549031257629,-0.18224191665649414
0.21438640947102816,-27.402638530403348,75,-226422.70011890001,-17.29077514700971,-27.0,0.2960866336633664,0.27,65.54,500.0,0.0,614400,-289.2538109235643,1.52,2.0,-7.812262819852515,5541,-263.68019999999996,3.494448563472692,110,50.43761701022855,,,,,,,,,,,,
,,,,,,,,,,,620000,,,,,,,,,,-0.12395629854436266,500.0,0.0013958619904315128,0.0003,0.3439846,-226250.4719412,0.2,0.71885986328125,750,-3.038117849081755,0.9233925938606262,-0.18708311021327972
0.16036452841262508,0.0,76,-224529.63588541004,-17.89536098990104,-12.0,0.3397014925373134,0.5,175.98,500.0,0.0,622592,-418.06650829730484,1.0,5.0,-5.24731065940951,5578,-414.05430000000007,2.1280120342072486,111,29.002451317798453,,,,,,,,,,,,
,,,,,,,,,,,630000,,,,,,,,,,-0.11777305404320941,500.0,0.0011098612970954491,0.0003,0.3526914,-267663.16774919996,0.2,0.71104736328125,760,-3.0290129110217094,0.9287830591201782,-0.17627792060375214
0.1450379640763614,0.0,77,-223153.25294113994,-17.72120405637963,0.0,0.4110387037159712,1.25,290.38,500.0,0.0,630784,-525.9771432047119,2.0,4.25,-0.7806472542609949,5617,-517.1291,1.0566633185654923,112,8.59714478736327,,,,,,,,,,,,
0.08323158222337736,-103.5162693548093,78,-220779.14342774995,-18.305473834054666,0.0,0.30340643564356434,1.0,475.09,500.0,0.0,638976,-754.4711395699244,9.6,4.25,-1.7416182842115824,5644,-651.7413000000001,0.17339896214896214,113,20.660122941002296,-0.11990684173215413,,0.0012315381948155846,0.0003,0.35317868,,0.2,0.71573486328125,770,-2.9328374452888966,0.92154461145401,-0.18471482396125793
,,,,,,,,,,,640000,,,,,,,,,,-0.12043369325474487,500.0,0.001279078451193527,0.0003,0.35863394,-196724.2219494,0.2,0.71461181640625,780,-2.9570864126086236,0.9223681688308716,-0.17761407792568207
0.09993336488454067,-8.867077294066794,79,-224709.81460508998,-15.778587600129793,-1.5,0.4320820466632355,1.5,451.18,500.0,0.0,647168,-470.1702902787922,3.98,10.0,-2.3771561010074267,5681,-491.0951,1.2548398556040063,113,48.192790860807555,,,,,,,,,,,,
,,,,,,,,,,,650000,,,,,,,,,,-0.12645971360179828,500.0,0.0013010853123660126,0.0003,0.36845696,-161747.06891,0.2,0.72529296875,790,-2.9603361040353775,0.907105565071106,-0.18230044841766357
0.07476075540610887,-72.66592218858173,80,-223091.80155144003,-19.28486307273756,-31.5,0.38064522683611635,2.5,598.63,500.0,0.0,655360,-699.2377346510115,9.64,8.53,-0.35374668855078717,5713,-568.6733,0.36833999548782825,114,-7.12824269662921,,,,,,,,,,,,
,,,,,,,,,,,660000,,,,,,,,,,-0.11876499315912951,500.0,0.0011027532127855012,0.0003,0.35860884,-244423.70718780003,0.2,0.7133544921875,800,-2.970548867434263,0.9308893084526062,-0.1725052446126938
0.07989600990123151,-28.16075791850114,81,-216008.25649198997,-17.59827644958326,-10.0,0.46168255683005255,1.5,645.17,500.0,0.0,663552,-611.0515884144264,2.62,16.6,-1.2553679661165185,5743,-570.9182000000001,0.9832571704611179,115,15.897756749313299,,,,,,,,,,,,
,,,,,,,,,,,670000,,,,,,,,,,-0.12333913166366983,500.0,0.00107674665111972,0.0003,0.34597963,-172687.7595278,0.2,0.7117919921875,810,-2.9361133947968483,0.9192692041397095,-0.18085218966007233
0.07469685562654758,-99.85910974461012,82,-214766.37306069996,-17.60208563567548,-6.0,0.48900940594059406,3.25,775.91,500.0,0.0,671744,-666.5041878726493,18.64,21.25,-0.5887917712650961,5773,-533.4012000000001,0.5690928047513727,116,-9.622093525850019,,,,,,,,,,,,
0.06436503882266029,-0.3368443550965645,83,-211937.68949156,-18.716717848028754,-24.5,0.4664826855819911,3.5,957.43,500.0,0.0,679936,-499.2754593467923,60.0,12.31,-0.7644435430560746,5795,-485.8638,1.0179007750524105,117,29.888445624336736,-0.12065101688349386,,0.0013001324435663263,0.0003,0.34827107,,0.2,0.7084716796875,820,-2.962994260340929,0.9102954864501953,-0.1824432611465454
,,,,,,,,,,,680000,,,,,,,,,,-0.11029976780555444,500.0,0.0012661066180726266,0.0003,0.33212057,-167142.0939092,0.2,0.69775390625,830,-2.9755375094711782,0.8986152410507202,-0.1736963987350464
0.34901430016144075,-0.5849397787168847,84,-211362.87859455997,-16.5357645930747,-79.5,0.11651930693069308,0.0,8.65,500.0,0.0,688128,323.22498391327,0.0,1.7,-3.3762341872281127,5826,-127.84350000000002,8.597918999902745,118,542.4675034723871,,,,,,,,,,,,
,,,,,,,,,,,690000,,,,,,,,,,-0.12575996428058717,500.0,0.0013108951632148091,0.0003,0.3670743,-184522.65981299998,0.2,0.72327880859375,840,-2.8980253748595715,0.9090866446495056,-0.18521010875701904
0.21879993732735808,-8.765786585411059,85,-206378.52853694,-17.78127711063313,-47.5,0.23529762717651073,0.25,48.31,500.0,0.0,696320,-272.5994681846953,0.08,4.24,-1.1194369010997889,5857,-343.00669999999997,3.9190040459794466,118,141.65472836646916,,,,,,,,,,,,
,,,,,,,,,,,700000,,,,,,,,,,-0.12573348808364243,500.0,0.0010047329855979114,0.0003,0.3948549,-232004.054742,0.2,0.72427978515625,850,-2.8687851004302503,0.9345799684524536,-0.17934562265872955
0.15593353780686336,0.0,86,-207221.41389730998,-16.491186185827935,-15.0,0.28501959263090487,1.0,139.22,500.0,0.0,704512,-311.5522010555259,3.5,6.75,-1.876466826514796,5890,-341.755,2.096153224019441,119,61.47429873279734,,,,,,,,,,,,
,,,,,,,,,,,710000,,,,,,,,,,-0.12091701512254076,500.0,0.0013475942263539765,0.0003,0.3601863,-240759.0953496,0.2,0.712060546875,860,-2.9059203781187533,0.9125908017158508,-0.18323813378810883
0.1413391225702217,0.0,87,-207316.07797232,-18.45541994893725,0.0,0.36106237623762377,0.25,232.27,500.0,0.0,712704,-585.2267596299778,0.0,5.75,-1.2781200121474299,5921,-559.1699000000001,0.761703058379529,120,-7.085022727272724,,,,,,,,,,,,
,,,,,,,,,,,720000,,,,,,,,,,-0.11903994593121751,500.0,0.0012571953642009249,0.0003,0.3511404,-268683.04314900003,0.2,0.70244140625,870,-2.9584371291100977,0.9064556956291199,-0.1790158450603485
0.13640458599419353,-45.768968382031424,88,-207432.45327831001,-18.207775805884282,-27.5,0.4461769986700163,1.17,285.42,500.0,0.0,720896,-486.4906642854459,2.34,6.57,-7.250390390019209,5951,-408.5576999999999,2.123449536638038,121,18.670720755850954,,,,,,,,,,,,
0.11992956941520255,-71.30911819725912,89,-206186.87732053996,-16.504148066440752,-10.0,0.478104832613987,1.0,325.58,500.0,0.0,729088,-571.203626335363,1.82,9.12,-0.26339246758668383,5974,-455.57129999999995,1.6341171032456876,122,-19.189784707322335,-0.11895947206648998,,0.0010803206627088002,0.0003,0.37080115,,0.2,0.717041015625,880,-2.9771521359682085,0.940237283706665,-0.17601880431175232
,,,,,,,,,,,730000,,,,,,,,,,-0.12085696713620564,500.0,0.0010130520244501894,0.0003,0.37741727,-182967.80394,0.2,0.71552734375,890,-2.9400319077074526,0.9275592565536499,-0.1791251003742218
0.11124726340820963,-26.639799890003527,90,-205104.57045203994,-17.115884561231265,-14.0,0.5240997980395055,1.0,463.71,500.0,0.0,737280,-568.3755632391891,20.38,13.03,-0.5742405376564232,6005,-533.6529,0.8598465691589934,122,22.747415180542944,,,,,,,,,,,,
,,,,,,,,,,,740000,,,,,,,,,,-0.12053368536144263,500.0,0.0015917488090508413,0.0003,0.35170448,-227288.40061840002,0.2,0.71597900390625,900,-2.924909172207117,0.8882189989089966,-0.17772957682609558
0.08791082465410335,-0.15601218561870117,91,-206465.93364753,-16.85512628993017,-76.5,0.48165392156862746,1.49,568.07,500.0,0.0,745472,-455.4304454177641,19.5,14.04,-6.991732786563278,6035,-373.0271,1.5391516510403642,123,16.56037419330772,,,,,,,,,,,,
,,,,,,,,,,,750000,,,,,,,,,,-0.1222544738331635,500.0,0.0011606654514253023,0.0003,0.3901735,-180858.89443220003,0.2,0.71888427734375,910,-2.9144680432975294,0.9417679905891418,-0.17607080936431885
0.09282716944504144,-8.812238898601384,92,-198714.96290812,-16.457622490725488,-73.0,0.5730078670685979,1.0,467.07,500.0,0.0,753664,-482.1852971745369,3.26,27.32,-1.736897458530609,6066,-387.272,1.4401583547171781,124,3.653303318603358,,,,,,,,,,,,
,,,,,,,,,,,760000,,,,,,,,,,-0.11768104171933373,500.0,0.001094456335636096,0.0003,0.37775138,-193544.2138506,0.2,0.71226806640625,920,-2.7911817274987696,0.9480693340301514,-0.17778629064559937
0.07573559217265294,-112.63412496474405,93,-194677.60867766998,-16.979870186222257,-94.0,0.526448497610955,1.25,769.21,500.0,0.0,761856,-593.0582844794501,40.54,46.91,-1.897879510088036,6096,-410.5509,1.929940552840169,124,41.07454962876399,,,,,,,,,,,,
,,,,,,,,,,,770000,,,,,,,,,,-0.12350668473300175,500.0,0.0012656977255119273,0.0003,0.39862677,-209571.0994486,0.2,0.71712646484375,930,-2.9001588083803655,0.9084032773971558,-0.18916085362434387
0.294736626444245,0.0,94,-189959.02976486005,-16.359093080959394,-13.0,0.2372600997475676,1.04,564.9,500.0,0.0,770048,388.557714123218,11.96,9.71,-4.82178354684368,6128,-286.7142,5.611130165785889,125,703.8416605852352,,,,,,,,,,,,
0.2652698019304477,0.0,95,-186677.72887120006,-16.079680958062234,-111.0,0.204576368159204,0.0,24.08,500.0,0.0,778240,-12.470276304551815,0.0,4.67,-0.9057984738488605,6151,-174.8707,6.519133422953334,126,283.8667697044059,-0.11979530025855638,,0.0011862879835916828,0.0003,0.38120192,,0.2,0.71055908203125,940,-2.858435556292534,0.9203392863273621,-0.17379872500896454
,,,,,,,,,,,780000,,,,,,,,,,-0.12513938967022115,500.0,0.0009852500822034927,0.0003,0.38279903,-145454.730659,0.2,0.72044677734375,950,-2.9063870944082737,0.9327555894851685,-0.1888239085674286
0.21664646166876309,-0.11048095900456385,96,-183572.02788813002,-16.218911317597712,-39.5,0.3243524407785974,0.93,77.61,500.0,0.0,786432,-136.45703752307375,0.0,3.89,-7.551884783587435,6181,-255.18359999999996,4.21769915804197,127,177.890140379074,,,,,,,,,,,,
,,,,,,,,,,,790000,,,,,,,,,,-0.12165494969667634,500.0,0.0009280739448968234,0.0003,0.3693029,-176764.24033600002,0.2,0.72115478515625,960,-2.950039455294609,0.9275172352790833,-0.17893922328948975
0.14819704910096682,-9.55393970314227,97,-181371.64604515996,-17.640637668080043,-9.0,0.332724338702527,0.45,215.95,500.0,0.0,794624,-577.894459105133,1.28,8.0,-14.800684479362893,6212,-534.1495000000002,0.8032372480964992,127,6.447065497355675,,,,,,,,,,,,
,,,,,,,,,,,800000,,,,,,,,,,-0.11474017222426483,500.0,0.001250184074115168,0.0003,0.38852394,-199419.8906472,0.2,0.7047607421875,970,-2.8490403279662133,0.9064980745315552,-0.17022804915905
0.1325485107130801,-18.009992832407026,98,-185119.61835131,-17.726457307991545,-42.0,0.39512365400719185,1.0,266.6,500.0,0.0,802816,-401.4363049661786,1.1,9.1,-1.0474231405739594,6242,-397.29920000000004,1.8778026332561262,128,72.7689656815377,,,,,,,,,,,,
,,,,,,,,,,,810000,,,,,,,,,,-0.11503243977786042,500.0,0.0010427343413311973,0.0003,0.34853804,-178722.68065260001,0.2,0.7018798828125,980,-2.956046158820391,0.9113998413085938,-0.17203165590763092
0.13267873470600064,0.0,99,-180642.54381194,-16.623899335226795,-93.0,0.4873247039409822,1.68,352.84,500.0,0.0,811008,-535.525121943114,1.0,9.01,-6.906642590137438,6273,-437.07469999999995,1.3484743927962228,129,16.731645589454036,,,,,,,,,,,,
0.11665619720556919,-0.18007481753602406,100,-183790.50424537004,-15.891230427985882,-27.0,0.5174900497512437,0.5,461.63,500.0,0.0,819200,-510.6685354074196,6.5,10.5,-1.4071115936099843,6296,-521.6257,1.4835517998625418,130,53.9520296318497,-0.1255536031239899,,0.000951709034529813,0.0003,0.40739578,,0.2,0.72225341796875,990,-2.870093834400177,0.9284409880638123,-0.1808006465435028
,,,,,,,,,,,820000,,,,,,,,,,-0.12714986627470354,500.0,0.0014165794990503855,0.0003,0.42630777,-176156.43998660002,0.2,0.7227294921875,1000,-2.885911124199629,0.9072924852371216,-0.18754415214061737
0.09664080686772202,-0.6854487667870948,101,-182931.90213408004,-20.078823947744972,-83.5,0.5001119402985075,1.25,530.76,500.0,0.0,827392,-536.561534444181,1.0,15.04,-4.750407732131874,6326,-425.79580000000004,1.3750168210310054,130,-3.1260708185481154,,,,,,,,,,,,
,,,,,,,,,,,830000,,,,,,,,,,-0.11704906809172826,500.0,0.0010663514291309184,0.0003,0.39234316,-138372.44549040002,0.2,0.7127197265625,1010,-2.9041405759751795,0.9143775105476379,-0.17136797308921814
0.09202593880362292,0.0,102,-181437.70819942,-18.879903474580843,-8.5,0.5418625757351855,1.75,625.37,500.0,0.0,835584,-459.8523504496602,4.5,19.06,-0.3720112206151,6358,-445.8298,0.9581517792063459,131,12.771212466329407,,,,,,,,,,,,
,,,,,,,,,,,840000,,,,,,,,,,-0.1248068784509087,500.0,0.0009172854965072474,0.0003,0.4068644,-163297.00693079998,0.2,0.7224609375,1020,-2.807713537663221,0.9346545338630676,-0.171990767121315
0.0902426042671504,0.0,103,-181122.23424532,-17.415284143255654,-23.5,0.5966492145185402,3.0,657.9,500.0,0.0,843776,-477.4857313820693,9.0,18.9,-1.6744278114028521,6388,-435.06109999999995,1.1518054921327907,132,-0.9867249195436015,,,,,,,,,,,,
,,,,,,,,,,,850000,,,,,,,,,,-0.1245597122629988,500.0,0.0010983901562667598,0.0003,0.40388662,-175858.30394379998,0.2,0.72137451171875,1030,-2.8097651176154614,0.901865541934967,-0.18222711980342865
0.08452888123979481,-9.293511272813461,104,-177198.52638159,-17.0284768754268,-30.0,0.6186302915384547,2.49,688.14,500.0,0.0,851968,-449.8961209778124,1.48,23.92,-6.382158298322715,6419,-370.7686,0.8346737944400315,132,-17.258048325689348,,,,,,,,,,,,
,,,,,,,,,,,860000,,,,,,,,,,-0.11855259905860294,500.0,0.001060106791578619,0.0003,0.4109845,-156928.35455979998,0.2,0.7101806640625,1040,-2.8189565569162367,0.9051905274391174,-0.17756852507591248
0.3406766211048573,0.0,105,-183869.19680732,-17.221440791859983,-55.0,0.15483234077139058,0.0,13.84,500.0,0.0,860160,175.90772568703272,0.0,1.84,-1.8070651228248564,6450,-138.8435,7.958035763101334,133,380.8216958386163,,,,,,,,,,,,
0.21390929283388668,0.0,106,-178553.85207798,-18.072964520324106,-37.5,0.25609083296389346,0.25,82.92,500.0,0.0,868352,-134.6086766325393,0.0,3.58,-0.4209666433216705,6473,-260.19039999999995,4.485561632434361,134,177.0900928986721,-0.1186623993649846,,0.001066580683709617,0.0003,0.42487693,,0.2,0.71109619140625,1050,-2.8089272767305373,0.9158985614776611,-0.18013425171375275
,,,,,,,,,,,870000,,,,,,,,,,-0.12159666036168346,500.0,0.001067745532918707,0.0003,0.39311916,-186134.350972,0.2,0.72003173828125,1060,-2.8524244353175163,0.9071053266525269,-0.17955616116523743
0.1618949768080334,0.0,107,-175708.43910678,-17.22682967511703,-43.5,0.3137054455445545,0.25,142.46,500.0,0.0,876544,-262.3385931081629,0.0,3.66,-0.24383154311013303,6504,-273.19719999999995,2.8856834126056263,134,68.94358469745865,,,,,,,,,,,,
,,,,,,,,,,,880000,,,,,,,,,,-0.11896710855216952,500.0,0.0010097804199176608,0.0003,0.42254752,-167866.9874826,0.2,0.70770263671875,1070,-2.795030900835991,0.9115204811096191,-0.17164629697799683
0.13820228130296552,-9.456613958568648,108,-175501.43676858,-18.45319941866214,-14.5,0.3680061018437226,0.0,239.89,500.0,0.0,884736,-458.8304006842251,0.02,7.26,-4.104561007690801,6535,-440.3264000000001,1.2958189873459427,135,26.714554713350534,,,,,,,,,,,,
