#{"t_start": 1787812824.2887158, "env_id": "None"}
r,l,t
-242219.943266,500,1978.207962
-300585.766854,500,1997.574198
-278991.168747,500,2030.257845
-242361.762893,500,2049.193554
-291530.731884,500,2097.93511
-303233.884152,500,2117.08996
-266133.947873,500,2148.619427
-248876.198516,500,2166.954746
-261459.453581,500,2186.13396
-258529.358697,500,2234.432375
-314166.265839,500,2266.387245
-285191.310183,500,2284.382638
-270610.914323,500,2302.593628
-317580.918633,500,2321.577034
-262339.458909,500,2368.946975
-342345.254798,500,2401.412119
-267306.407883,500,2419.897437
-271653.47606,500,2438.577862
-274550.407775,500,2457.133265
-359670.020855,500,2513.347388
-272212.513839,500,2532.674293
-267696.745791,500,2551.910434
-285319.504133,500,2571.343338
-280706.795281,500,2603.640107
-313987.025768,500,2652.449533
-291661.864035,500,2671.626426
-305861.491571,500,2690.660727
-322009.496732,500,2715.256336
-276415.098473,500,2726.094996
-327644.583716,500,2750.466247
-313973.34659,500,2761.816454
-351368.557678,500,2786.553473
-366790.902223,500,2798.529243
-241805.131291,500,2810.667021
-250151.199495,500,2834.621253
-239980.819362,500,2847.447697
-220389.781203,500,2853.956131
-246401.428649,500,2860.272029
-253894.056946,500,2866.521583
-296176.070916,500,2887.990816
-283445.941194,500,2893.97761
-187168.995614,500,2899.659708
-335872.420682,500,2907.451847
-230716.141703,500,2936.950169
-203792.202366,500,2976.224274
-307502.965479,500,2992.495725
-268328.668978,500,3006.963769
-228156.597325,500,3033.638669
-240317.793179,500,3049.767276
-256302.368666,500,3087.121646
-219411.030377,500,3101.038923
-298821.786215,500,3114.15642
-214290.179716,500,3122.385348
-261954.939754,500,3133.793361
-245068.082352,500,3160.714057
-257942.329179,500,3174.563752
-303389.955228,500,3180.642741
-328553.048559,500,3186.818953
-286650.522143,500,3193.077149
-300098.494032,500,3211.446852
-300113.43158,500,3225.413419
-331043.195905,500,3232.046716
-233318.674757,500,3238.369036
-279012.161012,500,3244.282037
-186009.969698,500,3266.320238
-213356.652528,500,3272.805083
-207377.461707,500,3280.119935
-264593.652198,500,3289.011621
-273529.026517,500,3309.26294
-268010.538752,500,3326.120996
-213731.949365,500,3331.765251
-284830.131245,500,3338.060383
-198477.929149,500,3351.533216
-158573.807457,500,3357.707496
-264525.584292,500,3374.498403
-278508.893706,500,3381.373505
-204068.720566,500,3395.014265
-203310.069694,500,3402.367258
-256754.118932,500,3408.83897
-209898.215382,500,3427.184959
-200701.966412,500,3440.922606
-298511.805907,500,3447.66279
-432262.462323,500,3455.115629
-260522.283165,500,3470.189208
-273215.5576,500,3508.958728
-409403.500322,500,3520.694231
-274488.98063,500,3527.609104
-239180.92291,500,3533.961543
-262125.508318,500,3545.92787
-258618.063482,500,3563.026816
-372951.041756,500,3570.166835
-271242.666415,500,3577.007529
-256051.70808,500,3589.959735
-304812.702537,500,3596.143756
-242289.051251,500,3613.181607
-228277.856586,500,3620.357415
-259024.276665,500,3632.827013
-193158.648366,500,3639.094981
-218833.778506,500,3645.674762
-264470.204809,500,3661.708126
-261139.342066,500,3668.921237
-153154.615471,500,3681.192373
-207948.456872,500,3687.581378
-192577.04467,500,3694.18507
-216598.668051,500,3711.262128
-289974.555494,500,3723.802815
-287158.869445,500,3730.71792
-254923.480592,500,3737.469469
-226551.4551,500,3744.555027
-301126.527987,500,3768.089405
-305703.107645,500,3774.231438
-283339.82829,500,3780.245032
-236551.866427,500,3786.639988
-260710.31508,500,3798.677344
-339136.923817,500,3815.205249
-219389.443007,500,3822.484967
-283467.985569,500,3829.570947
-274138.806039,500,3842.279163
-288785.156478,500,3848.968238
-223886.021595,500,3866.764227
-308434.742426,500,3873.655832
-202430.526479,500,3886.140063
-266867.526037,500,3892.780245
-323423.175735,500,3899.173945
-287187.621589,500,3915.720736
-279676.323709,500,3928.983832
-282620.671746,500,3935.351238
-280967.627608,500,3941.719598
-305244.948325,500,3948.078536
-176112.885256,500,3970.587689
-291920.155639,500,3977.700738
-256371.258189,500,3984.807074
-235267.384119,500,3991.35851
-253527.38935,500,4004.235728
-270089.37275,500,4019.134091
-166402.049552,500,4026.031269
-240698.720927,500,4032.710831
-241399.325721,500,4045.334364
-275074.441879,500,4051.655747
-280784.466282,500,4067.879873
-175070.814421,500,4074.3111
-269716.930904,500,4086.678359
-230329.428253,500,4093.009377
-218215.314626,500,4099.781029
-272820.012323,500,4117.652293
-267339.061222,500,4127.348195
-251495.004522,500,4138.88334
-164092.249711,500,4144.427883
-268603.658063,500,4150.672832
-230863.65055,500,4168.935877
-299563.5128,500,4183.271642
-271605.006933,500,4191.500405
-211648.874969,500,4203.503739
-242762.854974,500,4216.858492
-248442.09077,500,4241.839723
-271525.740324,500,4248.156999
-215211.544716,500,4255.084301
-360346.323054,500,4260.619858
-235841.531232,500,4271.342508
-265572.527791,500,4286.524607
-220993.446515,500,4292.565738
-250727.381988,500,4299.551902
-249972.27413,500,4313.800908
-296641.054135,500,4320.25191
-223556.583547,500,4337.633051
-186383.132376,500,4344.202677
-291333.865403,500,4356.64245
-299195.795183,500,4366.359856
-200638.937706,500,4374.876702
-283527.959179,500,4394.771008
-237353.677259,500,4407.629248
-206372.766565,500,4412.422629
-209103.176346,500,4417.054055
-346036.33786,500,4421.996863
-281702.042704,500,4444.343152
-261496.529559,500,4451.030121
-171877.809905,500,4457.030656
-287223.574405,500,4461.113
-247431.692892,500,4468.879025
-256797.085101,500,4483.918821
-168856.526461,500,4490.751512
-159025.020644,500,4498.004215
-308144.508276,500,4508.420538
-260270.974671,500,4513.847466
-186746.838183,500,4527.756256
-258005.245146,500,4533.57647
-325422.90067,500,4539.385504
-213304.341607,500,4549.870412
-217682.511795,500,4555.250272
-278631.519498,500,4567.272224
-215182.937496,500,4571.225342
-250745.301181,500,4578.839558
-279308.839058,500,4584.376911
-205552.90466,500,4589.232495
-191401.497498,500,4600.286537
-180150.045672,500,4608.244912
-268533.296684,500,4613.756765
-179738.656701,500,4618.677042
-224020.495179,500,4623.563216
-287686.780829,500,4642.234698
-172546.543453,500,4647.077233
-282091.939504,500,4651.969846
-236736.502859,500,4656.922327
-153639.946345,500,4666.190354
-207249.588229,500,4679.159889
-269807.161185,500,4684.210939
-282700.925197,500,4689.295254
-210115.804193,500,4698.52102
-258348.977848,500,4703.410283
-183357.212888,500,4716.910854
-236989.651526,500,4722.449849
-198074.691121,500,4731.901345
-203061.987911,500,4736.817057
-198080.173305,500,4741.737018
-280196.097819,500,4754.666634
-251004.466062,500,4764.018355
-170692.074825,500,4768.811186
-174011.867675,500,4773.714516
-256256.931303,500,4778.595855
-299841.672854,500,4796.26782
-315443.202749,500,4801.156145
-247522.834971,500,4806.18771
-237177.935534,500,4811.056386
-159544.885042,500,4820.406384
-103536.703699,500,4833.473019
-173761.133872,500,4838.563334
-208464.974096,500,4843.444343
-175974.309508,500,4848.328143
-174597.031038,500,4857.898601
-191021.826586,500,4871.012136
-201705.500565,500,4875.939226
-214845.916315,500,4884.130208
-218617.320368,500,4914.981431
-309856.095286,500,4932.632277
-254690.567142,500,4978.864616
-192427.748747,500,4996.606001
-214305.196902,500,5027.579215
-204323.076295,500,5045.341177
-337195.509691,500,5063.452393
-201788.678083,500,5109.738609
-216889.64148,500,5141.009078
-256992.532582,500,5158.787046
-174501.699743,500,5176.736366
-136584.775125,500,5194.799376
-157830.764475,500,5253.733478
-268636.91403,500,5271.291116
-214317.270286,500,5288.745722
-207995.627332,500,5306.435039
-254878.21904,500,5337.227382
-203043.361886,500,5383.715833
-158386.096406,500,5401.247934
-104907.092318,500,5418.918225
-201179.260889,500,5449.77202
-199731.520138,500,5467.391637
-245757.005003,500,5512.579519
-120037.075842,500,5530.596218
-213826.73014,500,5561.489018
-202094.381113,500,5579.193834
-164649.628594,500,5596.815848
-290173.507873,500,5642.553382
-156939.043318,500,5673.88566
-79209.628168,500,5691.556975
-229458.197759,500,5709.183963
-242970.398227,500,5726.909194
-248218.681413,500,5786.020831
-206852.537492,500,5803.945429
-229019.775576,500,5821.434892
-180310.451272,500,5839.164552
-135516.519506,500,5870.194019
-148758.288098,500,5916.519859
-206305.954476,500,5934.228979
-216396.75829,500,5951.954586
-134105.018872,500,5970.131489
-189810.158974,500,6000.90906
-130043.897291,500,6046.445412
-179494.751692,500,6064.351995
-175528.000171,500,6082.096221
-207082.414251,500,6112.582246
-315505.237721,500,6130.788168
-180967.46229,500,6176.226318
-162697.056488,500,6194.176813
-202798.868582,500,6225.10305
-251462.179303,500,6243.127503
-208065.434701,500,6261.124142
-184014.78923,500,6307.34172
-238799.204074,500,6338.25346
-177283.619429,500,6356.101605
-168848.307003,500,6373.891631
-197902.029416,500,6391.837097
-166509.74609,500,6450.547166
-226367.362251,500,6468.548109
-175936.09847,500,6486.441774
-241350.205789,500,6504.488171
-130496.218669,500,6535.379881
-158289.921351,500,6580.789163
-107770.485759,500,6597.917005
-238727.807398,500,6615.751228
-229139.044343,500,6646.500395
-275822.307855,500,6664.294505
-143368.292105,500,6710.940935
-197296.315758,500,6728.82911
-136121.612857,500,6759.836933
-161469.250086,500,6777.763746
-119031.064469,500,6795.722098
-147238.781929,500,6842.281863
-134536.107777,500,6873.670214
-274437.968502,500,6891.250501
-244057.491201,500,6908.753707
-148184.450108,500,6926.394876
-160827.653544,500,6985.863003
-201214.351322,500,7004.183988
-144272.206344,500,7022.102963
-130237.601744,500,7040.258754
-246902.612548,500,7057.958724
-202787.830326,500,7117.939306
-236131.982999,500,7136.140741
-216533.99032,500,7154.0686
-206753.144979,500,7172.008145
-179627.399246,500,7203.261862
-208215.87151,500,7250.510108
-175802.425169,500,7268.809084
-173335.661169,500,7286.678635
-153744.346666,500,7317.914941
-234740.93878,500,7336.209769
-171978.382985,500,7383.671707
-171193.751071,500,7401.552564
-271024.991803,500,7432.468257
-148859.235585,500,7450.819391
-151393.498065,500,7468.979673
-109418.30302,500,7516.166298
-168215.236836,500,7546.179602
-261961.461176,500,7553.832698
-156940.858726,500,7559.394713
-82235.76477,500,7564.59956
-101944.978811,500,7580.022901
-181295.508945,500,7584.177406
-218493.660486,500,7588.097316
-219674.879053,500,7592.064098
-199181.426919,500,7599.696656
-187018.474218,500,7610.219027
-187610.3233,500,7614.230662
-144956.012251,500,7618.192655
-168329.815343,500,7625.475075
-178348.058472,500,7629.506109
-125887.964319,500,7640.344352
-203818.038419,500,7644.310132
-248982.913154,500,7651.809193
-180850.288142,500,7656.123609
-265019.290089,500,7660.40057
-154455.526496,500,7671.799571
-162592.109886,500,7679.808815
-179135.501081,500,7683.945296
-338255.40178,500,7688.018171
-147597.929196,500,7692.143147
-118019.461375,500,7706.945845
-142097.477208,500,7711.105939
-111194.126095,500,7715.297077
-223727.738635,500,7719.638431
-265678.500322,500,7723.869643
-89734.768995,500,7739.031463
-183573.486313,500,7743.178883
-187372.678779,500,7747.280153
-117151.105032,500,7751.481637
-139975.602252,500,7760.253775
-119631.658588,500,7791.392513
-152191.921201,500,7806.665554
-237635.083914,500,7821.119165
-142545.603349,500,7839.670994
-146777.165357,500,7846.783601
-148629.354158,500,7861.574035
-193807.877733,500,7866.428693
-200699.800736,500,7874.842279
-113365.749607,500,7879.279571
-179340.54191,500,7883.626278
-169893.45865,500,7895.502173
-185760.57333,500,7904.163816
-146648.924778,500,7908.602343
-163104.732755,500,7912.855356
-203913.37468,500,7917.155199
-233131.706644,500,7932.610884
-165597.649717,500,7937.031669
-176568.952082,500,7941.29624
-132179.144986,500,7945.541354
-174100.12644,500,7953.953148
-153035.63082,500,7965.810596
-117283.598144,500,7970.185002
-116173.293954,500,7974.549188
-181145.609441,500,7982.856478
-171382.320059,500,7987.049524
-193407.323285,500,7998.76772
-151573.313544,500,8002.980167
-201894.558699,500,8011.09724
-129219.387513,500,8015.312241
-183162.809438,500,8019.770782
-214719.277303,500,8031.194861
-177668.663399,500,8039.353032
-130863.372693,500,8043.574044
-175240.391427,500,8047.726786
-120179.30077,500,8052.008361
-164697.625928,500,8063.110248
-82853.001109,500,8071.358452
-301248.323389,500,8075.742206
-133503.920517,500,8080.61897
-148988.895358,500,8084.955271
-128306.706016,500,8100.115988
-160633.791623,500,8104.376004
-167162.016707,500,8108.603487
-154122.076709,500,8112.868436
-103444.383359,500,8121.054101
-122539.626635,500,8132.496473
-111640.485626,500,8136.849486
-259551.324102,500,8141.364063
-201149.309007,500,8149.620018
-109986.915049,500,8154.095321
-164755.011605,500,8165.769332
-130289.142606,500,8169.999882
-106412.041031,500,8178.097236
-200171.574962,500,8182.290805
-97964.392574,500,8186.553055
-188913.21827,500,8198.214126
-128032.566944,500,8206.412524
-148285.476056,500,8210.633965
-135506.913406,500,8214.874586
-121813.063809,500,8219.19083
-162442.392955,500,8234.565652
-180090.208717,500,8238.799044
-186715.399374,500,8243.000965
-171598.08559,500,8247.236025
-271122.51468,500,8255.456498
-245982.340609,500,8266.930941
-164512.536952,500,8271.042181
-181072.855084,500,8275.307259
