#{"t_start": 1787812824.5572956, "env_id": "None"}
r,l,t
-238742.558756,500,2848.196141
-243917.111904,500,2854.707732
-323704.220434,500,2861.203585
-208053.878393,500,2867.275566
-256542.124423,500,2888.749924
-272989.663124,500,2894.667992
-283939.687162,500,2900.502309
-204609.937786,500,2910.06057
-318124.730704,500,2939.615396
-349431.240758,500,2979.356053
-228570.190068,500,2994.286816
-289166.633871,500,3008.831552
-262421.036398,500,3036.740359
-291452.256521,500,3051.96895
-280155.582552,500,3089.217064
-254889.931784,500,3101.951212
-324396.103143,500,3115.000663
-214386.894742,500,3123.563944
-312996.779754,500,3135.001253
-273161.403279,500,3162.025547
-295945.854749,500,3175.293277
-278320.036027,500,3181.462348
-238460.01703,500,3187.614641
-244504.597979,500,3193.870835
-240047.715209,500,3212.472523
-270665.166798,500,3226.252375
-276702.438754,500,3232.799326
-227933.229391,500,3239.109243
-294793.533856,500,3245.163987
-282909.438305,500,3267.392311
-237832.039127,500,3273.511194
-274571.214726,500,3281.826884
-260372.682628,500,3290.08729
-238974.227857,500,3310.867086
-339771.754578,500,3326.851344
-293298.745091,500,3332.483419
-233556.819599,500,3338.820918
-196485.240561,500,3352.28893
-277144.633078,500,3358.442089
-278193.075534,500,3375.480825
-264045.338946,500,3382.30812
-278062.32359,500,3396.217518
-209059.692768,500,3403.147553
-211843.874241,500,3409.609613
-232890.835237,500,3428.307519
-306994.927873,500,3441.94031
-294454.581826,500,3448.636955
-249435.110298,500,3458.199806
-232089.102204,500,3471.20179
-223465.639452,500,3510.67231
-152343.28998,500,3521.54466
-263047.554811,500,3528.40266
-162312.11207,500,3534.777311
-254356.49504,500,3546.747169
-255522.866798,500,3564.091561
-254663.0248,500,3571.245227
-255700.878265,500,3578.098018
-291200.19017,500,3590.79596
-284329.381864,500,3596.885658
-181380.761792,500,3614.541952
-321382.739113,500,3621.287566
-273990.619917,500,3633.602954
-283442.674746,500,3640.064318
-273753.110627,500,3646.454794
-243130.955215,500,3662.721521
-200252.868387,500,3670.015642
-192607.605165,500,3682.00762
-217304.477094,500,3688.364787
-254361.42122,500,3694.929652
-271216.503343,500,3712.357416
-229624.384054,500,3724.633452
-253473.627853,500,3731.702393
-292920.142881,500,3738.477638
-196709.584419,500,3745.469317
-348671.247286,500,3768.85169
-242640.677615,500,3775.002801
-268416.009483,500,3780.996538
-302403.965329,500,3787.425421
-257050.634633,500,3799.45383
-270726.680741,500,3816.429628
-352036.503713,500,3823.498462
-290975.95895,500,3830.758225
-250243.777281,500,3843.13928
-256458.198515,500,3850.001393
-234709.325365,500,3867.731004
-238160.461842,500,3874.636382
-315057.924822,500,3886.918589
-243317.477217,500,3893.578561
-252414.135483,500,3900.019767
-271546.969155,500,3916.826909
-270724.84671,500,3929.894487
-223229.835216,500,3936.349664
-172467.617947,500,3942.560371
-188685.099164,500,3948.850816
-218030.241941,500,3971.638673
-177387.498425,500,3978.57372
-266550.00904,500,3985.779243
-199181.311862,500,3992.364686
-313831.600505,500,4005.064849
-240521.753009,500,4020.090749
-235756.893878,500,4027.082259
-207492.695006,500,4033.769869
-284747.412284,500,4046.026057
-235948.226307,500,4052.461951
-230591.757412,500,4068.896238
-188183.979922,500,4075.368021
-297749.685636,500,4087.455745
-266584.856616,500,4093.65365
-212924.920373,500,4100.608262
-318913.83691,500,4119.419221
-242008.17227,500,4128.596075
-192792.759494,500,4139.573204
-180719.294932,500,4145.251806
-265466.170314,500,4151.499768
-194812.757461,500,4170.090535
-282050.060534,500,4184.253327
-256525.400389,500,4194.328751
-180606.817254,500,4207.094177
-243295.935886,500,4217.896267
-260655.536811,500,4242.654564
-210167.108235,500,4249.426754
-243080.437012,500,4255.842119
-270333.17452,500,4261.36612
-277461.705194,500,4272.251508
-242195.644586,500,4287.436078
-273441.129555,500,4293.473307
-241311.289949,500,4300.785523
-186804.71665,500,4314.962462
-267780.134574,500,4321.189029
-249039.708742,500,4338.609589
-243254.855032,500,4345.141952
-262166.095477,500,4357.84474
-226162.280145,500,4368.406531
-183925.574343,500,4375.736907
-257361.997882,500,4396.784749
-260401.367245,500,4408.309308
-245405.786736,500,4412.983932
-181727.167053,500,4417.654447
-196452.275087,500,4422.600877
-210432.212874,500,4445.314936
-145649.744091,500,4451.894238
-250811.42616,500,4457.581298
-276102.08876,500,4461.638373
-271542.997794,500,4469.401096
-220290.030048,500,4484.965225
-232209.758989,500,4491.740375
-219558.880443,500,4498.717331
-308457.87233,500,4509.157977
-210867.110683,500,4514.552603
-198436.055301,500,4528.717755
-204216.698981,500,4534.322347
-270190.643293,500,4540.301681
-200602.295801,500,4550.584675
-225293.545912,500,4555.984943
-295937.379655,500,4567.780235
-273114.112186,500,4571.725222
-253739.318516,500,4579.852098
-211279.51952,500,4585.081554
-210430.683399,500,4589.852472
-204202.029686,500,4600.81345
-186347.793295,500,4609.301348
-148134.514075,500,4614.546188
-190483.9271,500,4619.51072
-257565.399521,500,4624.294638
-312015.029559,500,4642.961137
-288719.589389,500,4647.908514
-174902.459929,500,4652.707687
-241372.423552,500,4657.693367
-204882.141864,500,4666.89809
-250778.489895,500,4679.976866
-196038.798225,500,4685.04205
-178849.366184,500,4690.070127
-230139.262054,500,4699.218899
-200186.493453,500,4704.216378
-316283.626054,500,4718.24247
-222914.767828,500,4723.31142
-234817.93386,500,4732.63798
-185870.70926,500,4737.564538
-197085.753674,500,4742.481345
-243780.142628,500,4755.473217
-187383.666602,500,4764.726689
-163969.050551,500,4769.567765
-278880.845148,500,4774.408022
-173484.465977,500,4779.368987
-164241.680327,500,4797.022072
-315986.854498,500,4801.909603
-146740.237341,500,4806.954661
-216064.2529,500,4811.753855
-313662.81912,500,4821.137551
-130922.645778,500,4834.25817
-175431.381218,500,4839.382225
-217172.982315,500,4844.304682
-143340.661262,500,4849.185137
-186622.15296,500,4858.625621
-202816.976688,500,4871.863326
-217121.882964,500,4876.797204
-230673.87022,500,4887.439991
-227303.372166,500,4918.083205
-217621.63505,500,4935.668378
-200458.980032,500,4981.936669
-234005.005288,500,4999.688662
-204263.145803,500,5030.722966
-207967.772699,500,5048.413733
-129643.097798,500,5066.496042
-181355.552683,500,5112.786217
-160615.642835,500,5144.066196
-333790.139262,500,5162.079257
-266004.519754,500,5179.820654
-254811.35741,500,5197.87397
-199366.890813,500,5256.833799
-270299.59732,500,5274.365406
-289869.839382,500,5291.749975
-212176.516092,500,5309.492941
-226678.570735,500,5340.327689
-253498.332008,500,5386.739089
-156900.723563,500,5404.316305
-131442.276979,500,5422.005655
-144831.633381,500,5452.848243
-215584.244972,500,5470.484211
-226514.912174,500,5515.600924
-232466.169903,500,5533.674421
-244172.080815,500,5564.56384
-165425.143195,500,5582.247901
-97144.111903,500,5599.88455
-275016.699149,500,5645.620713
-159616.660319,500,5676.987007
-155383.588012,500,5694.606576
-308999.377748,500,5712.251896
-301631.86768,500,5730.004373
-147998.074235,500,5789.299126
-185898.587138,500,5806.992568
-252838.554658,500,5824.464166
-162933.046622,500,5842.260105
-389563.096778,500,5873.277665
-197099.684596,500,5919.598706
-172580.341253,500,5937.28542
-152704.632836,500,5955.009901
-124345.619603,500,5973.221953
-211433.558763,500,6004.017256
-248919.87332,500,6049.510329
-179577.620601,500,6067.42089
-266942.92533,500,6085.255826
-205257.760391,500,6115.568366
-176154.157564,500,6133.834968
-181603.819307,500,6179.287777
-324674.776345,500,6197.164365
-70799.069807,500,6228.213449
-170757.981429,500,6246.201834
-128886.507903,500,6264.182279
-164537.170211,500,6310.439082
-247010.994614,500,6341.299541
-320811.875189,500,6359.155759
-191429.812957,500,6376.917463
-197572.276656,500,6394.945154
-206507.612824,500,6453.585418
-170030.541503,500,6471.688367
-239003.108429,500,6489.531418
-247818.043672,500,6507.572613
-193214.196673,500,6538.477726
-118228.575467,500,6583.779829
-128852.600506,500,6600.957337
-167224.896815,500,6618.801519
-179728.634788,500,6649.655247
-231795.321261,500,6667.358221
-153351.302277,500,6714.42737
-184874.772771,500,6731.844353
-132443.942427,500,6762.860248
-209677.377871,500,6780.827195
-238083.603638,500,6798.78046
-145724.039284,500,6845.331959
-153453.582845,500,6876.800513
-236026.621737,500,6894.323193
-87333.692082,500,6911.78543
-158246.314109,500,6929.48736
-226988.116916,500,6988.925113
-182511.932303,500,7007.264443
-143679.347035,500,7025.151187
-137783.048667,500,7043.323541
-318479.838601,500,7061.032773
-133740.909165,500,7121.028675
-115268.587242,500,7139.20831
-69651.084168,500,7157.159816
-216466.712176,500,7175.072083
-227233.212426,500,7206.34156
-187520.949497,500,7253.602068
-146435.046518,500,7271.873011
-168052.514743,500,7289.806849
-214298.628195,500,7321.025744
-272529.617235,500,7339.275103
-128822.644598,500,7386.738249
-263987.473408,500,7404.586974
-162192.189076,500,7435.570223
-169976.175576,500,7453.921712
-97417.490162,500,7472.009675
-162440.28129,500,7519.273585
-101312.311765,500,7547.650831
-139802.94668,500,7554.965839
-99641.921671,500,7560.111929
-99100.991131,500,7565.350584
-138788.063254,500,7580.581006
-146268.532937,500,7584.680675
-264256.335789,500,7588.635849
-147162.150211,500,7592.571224
-192022.325958,500,7600.209442
-177058.282434,500,7610.74151
-147837.680928,500,7614.752902
-234948.840314,500,7618.704627
-192543.000247,500,7625.979953
-208368.956358,500,7630.014225
-181662.942536,500,7640.882395
-199363.8136,500,7644.823194
-175434.435988,500,7652.356196
-94268.701878,500,7656.734338
-77115.425059,500,7660.932188
-144447.39739,500,7672.343377
-164096.94628,500,7680.347514
-257348.160735,500,7684.486255
-168489.739622,500,7688.549646
-168278.237836,500,7692.680324
-183495.989764,500,7707.504001
-140187.966826,500,7711.633328
-134288.446895,500,7715.907462
-189436.165845,500,7720.172844
-149177.664033,500,7724.399492
-108188.986198,500,7739.568496
-103505.655865,500,7743.715675
-210442.066398,500,7747.810353
-157067.334615,500,7752.006535
-194125.422834,500,7761.169318
-70844.646549,500,7793.597537
-115671.808886,500,7809.086666
-118500.11934,500,7823.985909
-148208.048154,500,7840.383506
-104479.19447,500,7847.584474
-110754.858095,500,7862.242142
-251118.711682,500,7866.986656
-211887.451146,500,7875.40128
-295644.596683,500,7879.837873
-94573.037465,500,7884.356101
-237466.559176,500,7896.053335
-184539.351762,500,7904.743475
-261038.604254,500,7909.161554
-208475.710644,500,7913.404608
-133589.387958,500,7917.69055
-93478.426095,500,7933.167636
-119064.198144,500,7937.56105
-227355.676064,500,7941.835333
-144559.715246,500,7946.092068
-115099.608863,500,7954.477465
-81642.983294,500,7966.363914
-146056.030427,500,7970.723163
-192525.530885,500,7975.095469
-204743.306105,500,7983.381649
-94207.813336,500,7987.624547
-152907.846473,500,7999.29835
-119861.352728,500,8003.521858
-244160.630233,500,8011.636085
-327928.751703,500,8015.938028
-83431.02475,500,8020.316074
-135434.139442,500,8031.731327
-145266.775227,500,8039.896971
-143054.78302,500,8044.100954
-103105.084669,500,8048.267492
-141091.026829,500,8052.555377
-268180.509878,500,8063.656921
-215979.298055,500,8071.896698
-117533.388543,500,8076.44576
-151501.380326,500,8081.159565
-124918.041342,500,8085.498596
-201055.791599,500,8100.650368
-164298.6038,500,8104.921261
-164949.215107,500,8109.147492
-138037.864487,500,8113.425058
-100994.342987,500,8121.600707
-141649.238799,500,8133.039838
-81401.659624,500,8137.437999
-104769.80769,500,8141.895172
-295085.575383,500,8150.168688
-230200.958118,500,8154.777708
-163787.85136,500,8166.30183
-112520.577872,500,8170.537279
-180269.279848,500,8178.630709
-132490.270173,500,8182.832706
-86964.487624,500,8187.091474
-105431.023519,500,8198.749839
-186399.351089,500,8206.943094
-114776.007758,500,8211.160734
-282792.415675,500,8215.415811
-104946.825033,500,8219.724859
-164804.642974,500,8235.09393
-102377.345981,500,8239.336389
-130465.290763,500,8243.535714
-81271.141797,500,8247.766968
-94059.204116,500,8256.036941
-105203.639728,500,8267.460199
-147812.068767,500,8271.588015
-141099.842685,500,8275.845133
