#{"t_start": 1787812824.474962, "env_id": "None"}
r,l,t
-229178.528225,500,4075.041949
-280245.055937,500,4087.189624
-296045.3632,500,4093.436974
-256003.956583,500,4100.336328
-214774.490694,500,4118.902959
-290164.328382,500,4128.192029
-224052.17347,500,4139.346912
-230926.867058,500,4144.986135
-254805.5138,500,4151.260597
-219436.405073,500,4169.704927
-314302.508468,500,4183.95257
-173590.829367,500,4193.36258
-277504.822061,500,4205.876745
-211918.420069,500,4217.592494
-265565.909242,500,4242.436896
-262268.637384,500,4249.134709
-233752.776488,500,4255.592633
-276340.573805,500,4261.13437
-242116.460055,500,4272.004232
-189121.527057,500,4287.178516
-316906.37063,500,4293.128109
-271532.09305,500,4300.427252
-249546.220253,500,4314.561382
-327178.905404,500,4320.801419
-257423.171439,500,4338.307642
-246549.383135,500,4344.875562
-228218.791063,500,4357.574329
-249679.922311,500,4367.759774
-222115.492519,500,4375.506592
-204168.158635,500,4396.409006
-223817.86921,500,4408.114705
-282437.226462,500,4412.813284
-266181.534079,500,4417.473147
-225983.274463,500,4422.420681
-247925.617426,500,4444.922425
-265286.310827,500,4451.491162
-289648.927007,500,4457.407835
-109500.214948,500,4461.465206
-217640.369983,500,4469.230595
-220212.600419,500,4484.681527
-213022.611007,500,4491.423801
-164109.413941,500,4498.488715
-247505.204616,500,4508.927157
-177921.26449,500,4514.326173
-258588.375495,500,4528.444538
-172700.339157,500,4534.051497
-241334.131879,500,4540.022065
-231585.025518,500,4550.356472
-247067.444405,500,4555.727914
-254962.351131,500,4567.611063
-211105.643075,500,4571.559432
-236114.602735,500,4579.482447
-183853.935949,500,4584.850812
-214126.668517,500,4589.676301
-209570.487565,500,4600.641408
-248771.302168,500,4608.995796
-181846.315965,500,4614.26978
-210357.111929,500,4619.225667
-214071.094151,500,4624.056707
-197090.776612,500,4642.724806
-254879.925915,500,4647.618891
-144804.035916,500,4652.466347
-131786.485191,500,4657.430352
-284771.534977,500,4666.659735
-260258.422806,500,4679.696922
-220293.737736,500,4684.725215
-206820.180138,500,4689.798371
-327188.783624,500,4698.981479
-199607.671234,500,4703.978447
-192225.468941,500,4717.931469
-280534.312293,500,4723.021415
-245298.227461,500,4732.402853
-247351.613329,500,4737.311618
-308084.300005,500,4742.229883
-181125.038383,500,4755.248644
-230314.519658,500,4764.477148
-232301.186161,500,4769.295934
-266970.748254,500,4774.175448
-334067.608356,500,4779.133713
-286017.626638,500,4796.776224
-201707.230427,500,4801.669203
-213503.172416,500,4806.708658
-208436.163127,500,4811.526634
-255421.532652,500,4820.912781
-328407.938882,500,4833.997455
-147256.133568,500,4839.115612
-226712.850533,500,4844.016824
-218359.852897,500,4848.909928
-158845.796421,500,4858.385843
-292797.393809,500,4871.56075
-274464.242001,500,4876.469411
-312287.943935,500,4886.220923
-260528.317075,500,4917.049974
-186560.315019,500,4934.66783
-174042.465063,500,4980.915773
-291196.126811,500,4998.667773
-237400.104422,500,5029.702073
-178035.291502,500,5047.414402
-228781.337541,500,5065.48773
-223324.865363,500,5111.760685
-189139.411426,500,5143.050477
-186037.88135,500,5161.035761
-192858.51409,500,5178.797418
-188863.167387,500,5196.851413
-203060.688552,500,5255.791016
-291185.660725,500,5273.341166
-172631.048752,500,5290.747855
-205386.737414,500,5308.479857
-252363.462717,500,5339.294398
-266903.39163,500,5385.724383
-335305.570814,500,5403.314749
-220110.252299,500,5420.99731
-175752.219046,500,5451.82316
-189981.374746,500,5469.455338
-200390.593538,500,5514.584733
-203954.960397,500,5532.644414
-190501.741647,500,5563.555761
-226640.790268,500,5581.220865
-224970.455715,500,5598.853531
-159583.89819,500,5644.593864
-237697.207024,500,5675.968651
-149812.543312,500,5693.581114
-262724.41879,500,5711.24442
-190765.809385,500,5728.988926
-175865.833517,500,5788.096575
-248565.041913,500,5805.963296
-187925.23817,500,5823.439746
-232596.755538,500,5841.227365
-232679.873899,500,5872.262797
-290171.325492,500,5918.574493
-289619.32275,500,5936.262021
-135404.063977,500,5954.000021
-339728.877017,500,5972.197219
-222455.50025,500,6002.992959
-252488.411101,500,6048.485608
-122509.277875,500,6066.398348
-190127.872369,500,6084.243898
-189952.037064,500,6114.57179
-127629.387966,500,6132.828788
-156514.775737,500,6178.264103
-166517.309641,500,6196.161645
-178123.593981,500,6227.168801
-279805.327985,500,6245.163034
-156846.46541,500,6263.169086
-294429.370003,500,6309.391797
-210171.442391,500,6340.281976
-179430.882765,500,6358.148418
-227644.004801,500,6375.900107
-201015.527861,500,6393.913278
-133444.463201,500,6452.565702
-118480.155822,500,6470.670396
-263002.681108,500,6488.519763
-172516.752547,500,6506.53759
-109227.902406,500,6537.442753
-298416.838521,500,6582.778442
-382458.345307,500,6599.961353
-283309.824834,500,6617.768316
-177785.364495,500,6648.642025
-270014.292909,500,6666.355473
-237536.790145,500,6713.154266
-313676.772478,500,6730.840098
-184791.20689,500,6761.841768
-109957.967008,500,6779.794463
-144008.889117,500,6797.766577
-156352.932199,500,6844.329908
-152881.524721,500,6875.77498
-198093.085237,500,6893.312285
-81523.925303,500,6910.784094
-145327.859325,500,6928.463398
-181806.580551,500,6987.901253
-155116.825344,500,7006.238082
-191814.883217,500,7024.135565
-198358.793754,500,7042.309776
-221346.297458,500,7059.993328
-151175.916485,500,7120.00491
-187275.768341,500,7138.176448
-198405.260268,500,7156.141259
-165184.853247,500,7174.045767
-95331.176031,500,7205.320473
-252442.898772,500,7252.567592
-293810.777723,500,7270.858997
-195897.707984,500,7288.770609
-160463.41045,500,7319.996538
-167947.981869,500,7338.252286
-136195.850763,500,7385.702862
-170061.512034,500,7403.586304
-253690.867902,500,7434.550642
-176969.940948,500,7452.892166
-156180.915467,500,7470.999886
-156599.684825,500,7518.212683
-235126.325677,500,7547.132978
-159121.492176,500,7554.545317
-147173.967328,500,7559.882648
-168255.870729,500,7565.094347
-157668.357639,500,7580.412966
-276454.341472,500,7584.513632
-106183.242644,500,7588.464444
-299690.751242,500,7592.402815
-122671.682084,500,7600.03727
-238017.413082,500,7610.565339
-90551.620546,500,7614.579285
-231049.34971,500,7618.536134
-222376.465724,500,7625.813608
-182096.498158,500,7629.847492
-195349.202652,500,7640.701699
-151412.683057,500,7644.656508
-140917.403384,500,7652.189632
-216553.365797,500,7656.564825
-172347.206022,500,7660.766364
-153740.202735,500,7672.172378
-138957.358533,500,7680.180897
-207765.477895,500,7684.317889
-205377.263403,500,7688.383127
-104305.293739,500,7692.51088
-169210.275174,500,7707.329185
-250127.687866,500,7711.465349
-221063.408229,500,7715.710896
-174815.596462,500,7720.003791
-285778.301683,500,7724.231781
-146852.943604,500,7739.397653
-296263.359815,500,7743.546101
-139927.510742,500,7747.646113
-165058.599452,500,7751.840806
-134868.275521,500,7760.865514
-103292.059896,500,7792.815603
-237383.100825,500,7808.322294
-202049.148226,500,7823.059685
-244438.479906,500,7840.174831
-150364.483874,500,7847.322773
-217066.053159,500,7862.046058
-214767.571653,500,7866.817538
-131357.595714,500,7875.229393
-229985.885763,500,7879.655274
-229758.476821,500,7884.101634
-122973.227942,500,7895.881577
-196428.21068,500,7904.574984
-142553.345488,500,7908.991379
-122562.88126,500,7913.230988
-276950.771804,500,7917.520281
-229626.613162,500,7932.998782
-135621.430057,500,7937.394176
-168329.463658,500,7941.655247
-154023.146725,500,7945.922136
-147801.911157,500,7954.311816
-187240.413201,500,7966.191368
-142364.205888,500,7970.553573
-102012.446743,500,7974.924119
-101659.891413,500,7983.213968
-139222.362624,500,7987.43446
-265640.144371,500,7999.131259
-173524.372652,500,8003.355058
-128410.151519,500,8011.465689
-190593.845412,500,8015.700863
-153441.816191,500,8020.148245
-123491.53392,500,8031.564416
-274650.187109,500,8039.73009
-171189.691237,500,8043.936249
-208703.754034,500,8048.100452
-214874.849415,500,8052.381382
-333577.980764,500,8063.484578
-87886.745737,500,8071.731176
-130276.761799,500,8076.237816
-123949.469748,500,8080.990957
-148497.390495,500,8085.327444
-154400.384382,500,8100.48081
-101798.17731,500,8104.75126
-172149.032878,500,8108.979585
-322618.822295,500,8113.257059
-129887.371089,500,8121.431931
-168003.641039,500,8132.874218
-99996.000503,500,8137.261401
-137530.925629,500,8141.728957
-165658.824788,500,8149.998327
-167412.515196,500,8154.587581
-59085.706139,500,8166.128724
-105815.156488,500,8170.36309
-236727.756195,500,8178.460926
-197630.155001,500,8182.666545
-86374.635177,500,8186.925367
-212094.457984,500,8198.58243
-173295.058739,500,8206.77619
-158634.950589,500,8210.994978
-153077.451766,500,8215.246371
-169747.15546,500,8219.557899
-211250.944997,500,8234.926652
-153786.521131,500,8239.165419
-136181.438681,500,8243.367622
-136920.184368,500,8247.60016
-175138.805606,500,8255.860235
-116053.724413,500,8267.29171
-121073.527795,500,8271.415927
-175617.544229,500,8275.675229
